invoice_date,customer,amount
14. 08. 2021,Barnett Inc,86374.99
04. 06. 2021,"Stone, West and Burns",62542.09
11. 07. 2021,"Fisher, Aguilar and Perry",2699.96
29. 05. 2021,Tanner Ltd,80470.17
14. 06. 2021,"Cortez, Hill and Brown",18832.09
24. 08. 2021,"Thompson, Anthony and Sanders",50748.82
08. 06. 2021,Clark-Rogers,99537.67
05. 07. 2021,Bryant Group,35291.59
26. 05. 2021,Schmitt PLC,27723.47
27. 05. 2021,Hernandez Group,14677.06
25. 05. 2021,Sanders-Christensen,86864.2
24. 08. 2021,Kent-Williams,80476.87
14. 07. 2021,"Moore, Taylor and Kelley",45385.03
27. 06. 2021,"Davis, Strickland and Chavez",12907.1
13. 08. 2021,Weaver-Rubio,21172.24
15. 06. 2021,Orr Ltd,9523.95
06. 07. 2021,"Bullock, Howe and Collins",95018.27
15. 05. 2021,"Lewis, James and Hill",76899.42
05. 06. 2021,"Bowman, Young and Davis",63617.78
23. 08. 2021,"Hernandez, Buchanan and Hull",19308.37
18. 07. 2021,Allen Ltd,20180.09
13. 08. 2021,"Fisher, Le and Cunningham",50804.86
24. 07. 2021,Barrera-Schmidt,69572.16
04. 07. 2021,Alvarez-Perez,14391.29
07. 08. 2021,"Williams, Carter and Wagner",69816.17
07. 06. 2021,Thompson PLC,26211.84
15. 07. 2021,Robinson-Jensen,70133.72
24. 08. 2021,Brown-Ortiz,17856.17
17. 06. 2021,Carlson-Robinson,54473.14
18. 05. 2021,Gentry PLC,22257.15
20. 06. 2021,Chaney-Lawrence,89866.34
20. 07. 2021,Cook-Reynolds,11411.26
15. 05. 2021,Bailey LLC,13058.92
21. 08. 2021,Cook-Wilson,22187.62
29. 08. 2021,Phillips-Ayers,39442.93
19. 06. 2021,"Johnson, Gonzales and Dalton",79872.09
17. 08. 2021,Jacobs LLC,56195.45
03. 07. 2021,Stokes-Miller,12988.27
12. 05. 2021,Thomas-Dickson,37682.02
25. 07. 2021,Howard Group,80222.1
12. 05. 2021,Payne-Barnett,36481.69
07. 07. 2021,"Moran, Gonzalez and Cordova",32679.85
09. 06. 2021,"Weaver, Gilbert and Daniels",88484.61
15. 07. 2021,Snyder-Cervantes,5422.03
22. 06. 2021,Moore PLC,31790.88
12. 07. 2021,Macias PLC,78030.26
31. 07. 2021,"Williams, Haley and Parsons",94799.08
19. 08. 2021,Cooper-Martin,25932.99
05. 07. 2021,"Castillo, Davis and Miller",41604.83
20. 08. 2021,Brown Group,86491.85
25. 08. 2021,Conrad and Sons,27081.31
03. 06. 2021,Singh Ltd,38118.74
20. 08. 2021,Horn PLC,70948.68
09. 05. 2021,Evans Group,20111.42
20. 07. 2021,Giles-Garcia,1096.53
28. 06. 2021,Acosta-Beltran,77839.9
26. 07. 2021,Rice-Nguyen,28406.42
04. 06. 2021,"Fox, James and Aguirre",26814.47
08. 07. 2021,"Valdez, Clark and Johnson",38325.98
25. 06. 2021,"Mitchell, Moore and Brown",42140.78
21. 08. 2021,Hamilton and Sons,75858.97
16. 05. 2021,Anderson-Mitchell,82667.19
06. 05. 2021,"Gonzalez, Warren and Davis",23572.13
17. 05. 2021,Fox and Sons,62214.86
24. 06. 2021,"Gould, Fitzpatrick and Farmer",16762.08
04. 08. 2021,"Stephens, Sanchez and Miller",30965.39
03. 06. 2021,"Wood, Rollins and Sharp",36499.99
15. 08. 2021,Figueroa-Bishop,52385.89
26. 08. 2021,"Padilla, White and Chen",63799.96
21. 07. 2021,"Rodriguez, Gray and Barry",66367.93
01. 05. 2021,"Fernandez, Wallace and Sharp",75246.67
10. 07. 2021,"Harrison, Barrera and Hudson",21154.08
19. 06. 2021,Allen Ltd,27302.49
11. 05. 2021,King-Martin,35249.82
15. 06. 2021,Downs Ltd,19513.48
25. 05. 2021,"White, Mendez and Miller",58226.83
15. 08. 2021,"Simmons, Flynn and Warner",44332.81
07. 07. 2021,Reyes LLC,57650.48
11. 07. 2021,Williams-Collins,82885.72
02. 05. 2021,"Tucker, Ward and Carpenter",9664.52
19. 08. 2021,Olson-Wiggins,32211.61
17. 05. 2021,Watson LLC,83284.06
03. 08. 2021,Gallagher-Fox,71968.1
17. 07. 2021,Underwood PLC,65834.81
29. 05. 2021,"Hayden, Villanueva and Moore",32245.11
20. 05. 2021,Moore Inc,37973.63
14. 08. 2021,"Schmidt, Rodriguez and Wilson",83457.09
25. 07. 2021,"Alvarez, Rogers and Williams",87279.2
02. 07. 2021,"Davis, White and Bray",13361.44
09. 06. 2021,"Johnson, Houston and Crane",70328.61
26. 08. 2021,Matthews Inc,32725.81
09. 06. 2021,"Wright, Miller and Kent",60019.67
03. 07. 2021,"Colon, Jones and Hood",26597.39
07. 06. 2021,Proctor-Walton,99998.17
10. 05. 2021,Jones Inc,12682.51
13. 08. 2021,Allen LLC,51302.05
07. 07. 2021,Wilkerson Ltd,99253.7
28. 07. 2021,"Walsh, Martin and Hickman",18755.64
28. 07. 2021,"Fields, Velazquez and Snow",2170.58
28. 07. 2021,Jackson LLC,54704.78
05. 05. 2021,Brown LLC,70929.62
18. 05. 2021,Guzman-Howard,98092.38
13. 07. 2021,Johnston-Perez,78575.34
30. 06. 2021,Lee-Pham,98976.62
28. 07. 2021,Brooks Ltd,5760.1
10. 07. 2021,Marquez and Sons,10131.51
06. 05. 2021,Roth-Porter,35692.75
25. 08. 2021,Woods-Peters,32516.03
13. 06. 2021,"Gutierrez, Jones and Valdez",85602.34
05. 06. 2021,"Forbes, Montgomery and White",74325.0
10. 07. 2021,Vargas LLC,18295.22
06. 05. 2021,"Washington, Harvey and Simpson",45538.99
28. 07. 2021,"Chase, Hunt and Jones",40412.89
21. 06. 2021,Finley Group,65015.43
20. 07. 2021,Williams Group,3977.9
03. 07. 2021,Ellis LLC,19218.26
17. 06. 2021,Jimenez-David,296.81
15. 07. 2021,"Perez, May and Martinez",21536.3
20. 05. 2021,Leonard-White,49461.97
28. 05. 2021,"Hall, Perez and Sanders",87549.51
14. 08. 2021,Smith LLC,55511.94
30. 07. 2021,Robinson PLC,47717.55
02. 07. 2021,"Osborne, Carrillo and Rivera",21806.23
22. 08. 2021,Escobar LLC,75875.14
19. 08. 2021,"Simon, Thompson and Vincent",9276.38
30. 06. 2021,"Mills, Gallegos and Lester",25491.53
28. 07. 2021,Bowers Group,51353.83
31. 05. 2021,"Lee, Coleman and Colon",75982.85
14. 08. 2021,Green and Sons,36123.1
27. 05. 2021,Cortez-Warner,26024.34
25. 05. 2021,Gonzalez Inc,37079.68
26. 05. 2021,Waters-Olson,52544.13
19. 05. 2021,Lee-Rodriguez,6243.84
22. 05. 2021,"Fox, Erickson and Vega",30901.35
03. 08. 2021,Kent Ltd,57517.95
04. 06. 2021,Wells Group,62810.85
27. 07. 2021,"Garza, Jacobs and Eaton",79144.41
08. 05. 2021,Anthony-Hale,79539.7
06. 06. 2021,Lucas-Flores,13960.46
05. 08. 2021,Pruitt-Perez,95692.33
26. 07. 2021,Waters LLC,72766.62
06. 08. 2021,Kennedy-Munoz,24829.28
02. 06. 2021,King Group,60458.48
29. 07. 2021,Hill-Powell,66132.08
23. 05. 2021,Gonzalez-Woods,41939.21
20. 08. 2021,Hughes-Ryan,5703.94
26. 05. 2021,"Swanson, Perez and Watson",42793.25
11. 06. 2021,Welch Group,40544.47
19. 08. 2021,Delgado-Anderson,14309.56
17. 08. 2021,"Bennett, Alexander and Andrade",25029.44
26. 08. 2021,"Thompson, Navarro and White",81025.34
07. 05. 2021,Collins PLC,31898.02
25. 06. 2021,"Bowman, Weber and White",47074.72
18. 05. 2021,"Bennett, Villegas and Fowler",9552.68
09. 06. 2021,Wood LLC,3191.67
01. 05. 2021,Warner and Sons,66392.95
12. 06. 2021,"Jordan, Alexander and Lopez",88295.55
31. 07. 2021,"Lamb, Williams and Parker",74423.05
01. 06. 2021,"Hancock, Houston and Nguyen",16785.82
20. 05. 2021,Thomas Group,92373.16
12. 08. 2021,"Allen, Parsons and Watkins",3501.2
02. 07. 2021,"Nichols, Cannon and Cook",45124.11
17. 08. 2021,"Robertson, Davis and Harmon",28481.65
06. 07. 2021,Lynch-Liu,99114.13
29. 05. 2021,Cardenas-Brown,61241.19
28. 08. 2021,Moore Inc,22395.84
20. 06. 2021,Mata-Barnes,36692.68
28. 05. 2021,"Stuart, Bartlett and Gonzalez",51411.02
19. 05. 2021,Rodriguez-Mercado,79771.36
04. 06. 2021,"Gutierrez, Richardson and Eaton",14342.65
05. 06. 2021,"Jones, Robinson and Newman",30953.99
18. 08. 2021,Bell and Sons,48636.22
24. 08. 2021,Richard-Stephens,51851.63
05. 05. 2021,Prince and Sons,70488.08
08. 06. 2021,Davies PLC,28482.25
29. 05. 2021,Green-Patterson,16441.34
18. 06. 2021,"Andrews, Walton and Reeves",46856.92
13. 08. 2021,"Lopez, Murphy and Stone",45161.36
03. 05. 2021,"Watts, Flynn and Griffin",40161.33
29. 07. 2021,"Hess, Dickerson and Archer",79467.78
07. 07. 2021,Washington and Sons,34390.83
19. 06. 2021,Richards and Sons,75744.27
13. 05. 2021,Thompson-Alexander,28275.3
26. 07. 2021,Griffin and Sons,13730.34
01. 06. 2021,"Morgan, Manning and Kirk",68085.0
03. 06. 2021,Mcdonald-Hoffman,76377.41
15. 08. 2021,Hahn PLC,80060.19
03. 06. 2021,Wagner Inc,82092.61
22. 07. 2021,Parker-Mclean,70113.0
05. 06. 2021,Macias-Bell,366.42
12. 06. 2021,Wagner-Phillips,75287.35
16. 05. 2021,Hudson-Obrien,3541.28
15. 05. 2021,Williams-Curtis,22243.65
27. 06. 2021,Clark-Ali,70209.34
13. 05. 2021,Melton-Robinson,17166.48
27. 07. 2021,Bridges LLC,44468.97
25. 07. 2021,Ritter Group,20401.15
17. 08. 2021,Harrell LLC,40986.25
21. 07. 2021,"Russell, Richardson and Dixon",6249.82
26. 05. 2021,Thomas-Diaz,61038.82
14. 07. 2021,"Martinez, Patterson and Rice",85191.99
16. 07. 2021,Strickland-Lane,96232.83
30. 06. 2021,Beck LLC,87118.51
06. 06. 2021,Morris Ltd,75743.55
17. 06. 2021,Ray Group,31660.96
14. 08. 2021,"Montgomery, Diaz and Martin",16322.84
01. 06. 2021,Archer LLC,29064.74
14. 07. 2021,"Rice, Reyes and Byrd",63876.45
15. 07. 2021,"Hawkins, Gonzalez and Brown",14112.85
09. 08. 2021,"Flynn, Washington and Mendoza",34030.86
06. 05. 2021,"Howe, Reed and Elliott",24656.1
19. 06. 2021,Velasquez-Miller,24231.82
24. 06. 2021,Roy Inc,45979.34
27. 07. 2021,Jacobs-Mckinney,81908.98
22. 06. 2021,"Barr, Turner and Hart",68022.06
12. 07. 2021,Fox and Sons,7974.04
13. 06. 2021,Henry-Bridges,83611.34
12. 06. 2021,"Allen, Lee and Waters",39716.11
24. 06. 2021,"Morales, Anderson and Knight",93231.82
13. 05. 2021,Bennett-Meadows,80017.89
31. 07. 2021,"Brennan, Martinez and Day",43240.57
02. 06. 2021,"Duncan, Smith and Ponce",14437.35
14. 08. 2021,Lewis-Jones,64203.38
01. 08. 2021,Carroll and Sons,21249.1
10. 07. 2021,"Daugherty, Bennett and Murphy",36462.89
13. 07. 2021,Heath-Benjamin,92144.7
27. 06. 2021,Burgess-Rivera,52058.09
01. 07. 2021,"Hall, Lowe and Hensley",60286.48
07. 05. 2021,Walker-Harvey,22842.22
01. 06. 2021,Burgess Inc,34138.06
04. 06. 2021,Harris Ltd,80188.14
22. 06. 2021,Robinson-Green,42351.88
08. 05. 2021,"Flores, Fisher and Harris",33309.49
20. 08. 2021,Griffin and Sons,7148.1
10. 08. 2021,Lee-Myers,54350.11
02. 07. 2021,Martinez-Russell,28924.21
26. 06. 2021,Fuller Ltd,67474.42
29. 08. 2021,Thomas-Estrada,33979.28
21. 07. 2021,Garcia-Perez,40098.51
15. 05. 2021,"Flores, Hernandez and Gonzalez",45390.39
18. 08. 2021,"Hahn, Brooks and King",27262.09
22. 07. 2021,"Mason, Terry and Lee",14941.14
11. 07. 2021,Simmons-Turner,1949.78
03. 07. 2021,Chapman-Robinson,2925.82
26. 06. 2021,Anderson Inc,87018.18
18. 06. 2021,"Ray, Cooper and Gonzalez",12589.74
25. 06. 2021,Robinson-Martin,59330.3
29. 06. 2021,Gomez Group,39744.99
02. 06. 2021,Evans-Davis,7436.87
04. 07. 2021,"Williams, Smith and Padilla",92792.33
19. 07. 2021,Fuentes LLC,90481.87
16. 08. 2021,Gordon Inc,82586.74
15. 07. 2021,"Lee, Webb and Williams",11042.59
24. 08. 2021,Mack PLC,3982.48
03. 07. 2021,Lee Inc,54106.2
07. 05. 2021,"Mendoza, Hopkins and Powers",69783.34
04. 08. 2021,Smith-Lee,42283.23
01. 05. 2021,Oneill-Diaz,7999.42
28. 07. 2021,Long-Yates,77755.34
17. 07. 2021,Perez Group,61394.32
17. 07. 2021,West Inc,3488.5
13. 08. 2021,Farrell Inc,3647.8
04. 06. 2021,Hamilton-Barron,4902.7
09. 08. 2021,"Hurley, Nixon and Bryant",64299.68
24. 08. 2021,Collins Inc,71816.94
27. 05. 2021,"Swanson, Hernandez and Cooper",69366.26
22. 07. 2021,Yang Ltd,30699.07
19. 08. 2021,Collier Inc,84089.1
14. 07. 2021,"Anderson, Rice and Hensley",77863.83
05. 08. 2021,"Shields, Bright and Hicks",51423.93
18. 08. 2021,Smith-Ramos,84797.42
01. 05. 2021,Moore Group,9139.37
14. 05. 2021,"Brown, Rogers and Murphy",21592.41
18. 05. 2021,Martin-Coleman,87013.56
29. 06. 2021,Johnson-Cole,85428.54
20. 05. 2021,Williamson LLC,59841.14
12. 06. 2021,Marquez and Sons,15713.77
12. 08. 2021,"Hansen, Orr and Kelly",2084.38
05. 08. 2021,Shaw Inc,60139.31
16. 07. 2021,"Moon, Acosta and Espinoza",52882.49
23. 08. 2021,Holland-Anderson,82695.85
19. 05. 2021,Macdonald-Gallegos,50024.74
05. 06. 2021,Coleman LLC,62793.7
07. 07. 2021,Brewer Group,87048.17
25. 05. 2021,Hernandez Group,63415.81
05. 08. 2021,Singh PLC,55599.65
28. 06. 2021,"Taylor, Alvarado and Huang",16341.63
26. 06. 2021,"Arnold, Anderson and Clark",30527.06
18. 06. 2021,"Ross, Mccann and Archer",757.51
23. 06. 2021,"Faulkner, Griffith and Landry",62479.04
02. 07. 2021,Hurst-Gill,5072.82
11. 08. 2021,"Horn, Case and Wright",39302.02
11. 05. 2021,Mills-Taylor,93703.78
01. 05. 2021,Bates Ltd,34215.61
12. 05. 2021,"Castillo, Smith and Chen",39304.65
04. 06. 2021,Greene-Carrillo,94999.6
25. 07. 2021,"Ortiz, Perez and Wood",2319.19
11. 06. 2021,Murray-Duncan,76248.5
04. 06. 2021,Velazquez-Wagner,43265.39
03. 08. 2021,Bryan Inc,84552.98
22. 05. 2021,Barton-Cruz,11388.5
27. 07. 2021,"Moore, Cooper and Carter",31645.55
05. 06. 2021,Vazquez-Weber,94510.58
21. 07. 2021,Bridges LLC,16267.62
10. 06. 2021,Burnett Inc,17000.76
17. 07. 2021,Boyd PLC,39685.48
11. 08. 2021,Palmer LLC,59430.95
20. 07. 2021,Robinson-Jensen,33194.89
29. 06. 2021,Shea-Byrd,72944.97
02. 08. 2021,Stephens PLC,66992.35
11. 05. 2021,"Sutton, Baker and Matthews",48466.2
01. 08. 2021,Moyer-Alvarez,27176.96
16. 05. 2021,Gibson-Ward,20633.46
09. 07. 2021,"Wallace, Rodriguez and Combs",18508.31
20. 08. 2021,Lopez-Wilson,47172.9
19. 05. 2021,"Watson, Conner and Padilla",70187.48
23. 08. 2021,Perkins-Clayton,79925.86
24. 07. 2021,Goodwin-Le,97039.57
23. 07. 2021,"Barnes, Frank and Rodriguez",91968.52
03. 08. 2021,"Anderson, Marsh and Olson",28869.5
11. 05. 2021,Bailey Inc,66976.45
31. 07. 2021,"Galloway, Shelton and Clark",57945.48
10. 06. 2021,"Serrano, Casey and Robinson",47422.42
09. 07. 2021,Miller-Mcfarland,85946.3
27. 07. 2021,Thomas-Dickson,16255.7
11. 05. 2021,"Davis, Hughes and Wells",57423.71
19. 05. 2021,"Daugherty, Brown and Frazier",94665.95
16. 07. 2021,Williams Group,8417.71
09. 08. 2021,"Johnson, Romero and Torres",56623.07
01. 05. 2021,"Aguirre, Schmidt and Day",24970.53
25. 05. 2021,Martinez-Villarreal,97901.15
10. 08. 2021,Smith Inc,96742.93
27. 08. 2021,Morrison-Clark,20090.8
18. 07. 2021,Melton Ltd,67214.95
30. 05. 2021,Mendez-Ray,51243.47
01. 07. 2021,"Ward, Smith and Young",78519.13
03. 06. 2021,Beltran-Jones,55471.64
11. 05. 2021,"Koch, Johnston and Roberts",21470.39
18. 08. 2021,"Branch, Elliott and Davidson",3344.79
19. 06. 2021,Barker Inc,52974.04
06. 06. 2021,"Mccarthy, Hart and Miller",8020.74
27. 08. 2021,Mcdowell-Hill,39982.47
17. 05. 2021,Mcgee-Herrera,7150.65
03. 08. 2021,Graham-Williams,97559.24
28. 07. 2021,Bender-Livingston,42063.91
16. 07. 2021,Lee-Moore,4466.18
18. 08. 2021,Graves Group,42905.1
02. 06. 2021,Ross-Zamora,79546.66
30. 07. 2021,West Ltd,68278.13
06. 08. 2021,Ingram Inc,36866.33
21. 07. 2021,Jackson Ltd,7386.28
21. 08. 2021,Velasquez LLC,2890.49
19. 08. 2021,"Mitchell, Ashley and Ellis",32774.62
17. 07. 2021,Smith Group,75342.45
19. 07. 2021,"Thompson, Hunt and Huang",64344.18
15. 07. 2021,Romero and Sons,22753.3
13. 07. 2021,"Johnson, Brock and Hernandez",9124.55
07. 06. 2021,"Cole, Sanders and Santos",12824.61
20. 06. 2021,Williams-Sanchez,98073.57
03. 08. 2021,Baker-Roberts,75035.94
12. 06. 2021,Villarreal PLC,28515.56
03. 05. 2021,Smith LLC,98914.77
23. 05. 2021,"Carter, Hudson and Carr",23683.39
22. 06. 2021,Cook Inc,2316.24
24. 08. 2021,Cobb-Warner,67714.97
09. 05. 2021,Oconnor and Sons,97790.61
25. 06. 2021,"White, Holland and Ramos",48697.56
18. 05. 2021,"Olson, Tucker and Lang",62570.92
15. 06. 2021,"Maddox, Li and Burton",69591.42
14. 08. 2021,Lewis-Jones,31300.15
14. 05. 2021,Morse-Black,92814.73
13. 05. 2021,Smith-Barrera,83552.08
12. 07. 2021,Lopez LLC,22421.27
29. 08. 2021,"Smith, Soto and Simpson",98097.7
13. 06. 2021,"Carter, Weaver and Caldwell",82786.14
21. 08. 2021,Espinoza LLC,18519.1
05. 05. 2021,Bush-Porter,77846.02
13. 07. 2021,Cortez-Carlson,45428.98
04. 06. 2021,Edwards and Sons,18658.93
24. 07. 2021,"Ford, Floyd and Carter",80076.85
10. 05. 2021,"Black, Trujillo and Mitchell",37713.13
10. 06. 2021,Anderson PLC,80855.05
03. 08. 2021,Collins Group,44775.92
30. 07. 2021,Knox-Meadows,7513.84
25. 07. 2021,"Hanson, Olsen and Johnson",63519.91
26. 07. 2021,Norman-Mccarthy,73077.61
23. 07. 2021,Smith LLC,9574.73
17. 07. 2021,"Anderson, Lewis and Peters",9920.67
08. 06. 2021,Morgan-Alexander,73409.29
02. 05. 2021,Porter Group,87047.11
04. 06. 2021,Brown LLC,73145.87
05. 07. 2021,Reynolds-Dalton,23268.99
07. 08. 2021,Martinez LLC,97343.1
20. 07. 2021,"Gilbert, Lewis and Cook",70518.93
19. 05. 2021,Allen-Chapman,3303.06
24. 07. 2021,"Compton, Bell and Beasley",14673.02
29. 07. 2021,Bird Ltd,57533.67
25. 05. 2021,Roberts LLC,26006.41
08. 06. 2021,"Johnson, Smith and Price",11976.51
17. 08. 2021,Sutton-Ryan,42507.77
08. 06. 2021,Holt PLC,82363.11
16. 05. 2021,"Hammond, Jackson and Reilly",28990.97
18. 08. 2021,Kirby LLC,6483.01
24. 08. 2021,Hodge Ltd,64862.84
13. 05. 2021,Haynes Inc,23038.57
29. 08. 2021,"Ross, Lopez and Rodriguez",63054.86
29. 05. 2021,"Shaffer, Garcia and Henderson",89700.94
20. 05. 2021,Rubio Inc,8026.75
08. 06. 2021,Shepard Group,13187.35
13. 08. 2021,Park and Sons,41857.28
05. 05. 2021,Spencer and Sons,69500.0
19. 05. 2021,"Ryan, Morales and Morrison",32011.64
16. 05. 2021,Lucero-Walters,89277.43
07. 08. 2021,Jenkins-Garrett,92752.89
09. 07. 2021,Diaz Inc,79521.95
24. 07. 2021,Griffith-Allen,48691.82
12. 05. 2021,Gonzalez Inc,12315.75
22. 07. 2021,"Munoz, Stone and Moreno",85332.82
23. 08. 2021,Sexton Group,4512.34
20. 06. 2021,"Phillips, Smith and Gray",39021.08
28. 07. 2021,Gutierrez-Johnson,90754.34
04. 07. 2021,Terry-Huber,2020.32
16. 08. 2021,Martin LLC,70919.64
24. 08. 2021,Hammond-Hartman,66565.46
06. 06. 2021,Duarte-Holloway,25022.93
16. 05. 2021,Campbell-Wilkinson,42796.67
21. 07. 2021,"Russell, Davis and Pace",84148.75
24. 07. 2021,Turner-Gonzales,97955.76
24. 05. 2021,Barton-Cruz,22442.92
16. 07. 2021,"Bell, Stone and Carter",21952.35
14. 07. 2021,"Lutz, Pierce and Johnson",69949.75
29. 08. 2021,Foster PLC,54738.77
10. 06. 2021,Lopez Inc,51623.34
01. 05. 2021,"Castillo, Arroyo and Cardenas",20733.92
27. 06. 2021,Mata-Barnes,38532.09
19. 06. 2021,Adams Inc,70641.57
14. 05. 2021,"Bush, Walls and Holmes",4000.31
02. 05. 2021,Joseph LLC,81331.86
02. 06. 2021,"Faulkner, Scott and Barton",31099.4
29. 05. 2021,Dickson-Moore,981.88
06. 07. 2021,"Olson, Daniel and Carroll",3297.55
21. 05. 2021,"Barton, Fitzgerald and Austin",66438.12
13. 08. 2021,"Nelson, Charles and Lewis",19460.03
09. 05. 2021,Collins-King,39157.63
11. 07. 2021,Lowery-Hensley,13617.39
02. 05. 2021,"Arnold, Harrell and Smith",67278.52
29. 06. 2021,Ray-Hill,26079.23
22. 07. 2021,Singleton-Howe,6938.67
20. 05. 2021,Gordon PLC,94273.66
19. 07. 2021,Brooks-Mann,57373.27
30. 05. 2021,"Stewart, Pratt and Smith",93801.86
13. 05. 2021,Mcdonald-Roberts,73319.36
23. 06. 2021,"Vega, Moore and Wilson",93449.11
06. 05. 2021,Chavez Group,98045.48
20. 05. 2021,"Burns, Cole and Martinez",17284.08
07. 05. 2021,"Bolton, Brown and Randall",36613.55
30. 06. 2021,"Avery, Johnson and Bailey",99039.02
21. 05. 2021,Martinez-Harvey,30362.1
20. 05. 2021,Peters-Ortiz,31938.5
29. 08. 2021,Mccormick-Holder,4044.22
21. 08. 2021,Mclaughlin-Scott,3519.52
11. 07. 2021,Baker-Newton,958.07
14. 06. 2021,Collins and Sons,29399.31
19. 06. 2021,"Williams, Hernandez and Morgan",81239.38
23. 08. 2021,Williams LLC,41679.7
30. 06. 2021,"Lopez, Brown and Mata",72927.09
08. 08. 2021,"Sims, Burke and Robertson",88255.1
26. 08. 2021,Smith Ltd,11242.51
26. 06. 2021,Wright-Jones,82820.16
14. 08. 2021,"Davis, Jones and Baxter",23447.52
04. 08. 2021,"Horton, Estrada and Flores",11341.95
16. 06. 2021,Jackson-Dixon,18767.08
11. 07. 2021,Martinez Group,75872.85
27. 08. 2021,Lynn-Simpson,14832.17
11. 07. 2021,Gilmore-Carlson,50691.05
28. 08. 2021,Williams-Kirby,91563.88
14. 08. 2021,"Holland, Miller and Bell",58764.27
12. 08. 2021,Torres and Sons,37048.51
11. 05. 2021,Beck-Watson,53172.95
16. 08. 2021,Watson-Lee,8091.2
29. 07. 2021,Gibson-Ward,99368.23
19. 05. 2021,Gardner-Smith,85890.65
29. 06. 2021,"Morrison, Savage and Simpson",97785.52
30. 06. 2021,Barnes Ltd,62412.48
01. 07. 2021,Howell Group,42332.36
29. 07. 2021,"Maddox, Flores and Green",77319.06
09. 07. 2021,"Ferguson, Johnson and Hill",99333.28
08. 05. 2021,Tapia-Lozano,48074.41
10. 06. 2021,Duncan Ltd,4024.91
29. 07. 2021,"Walters, White and Williams",6712.73
03. 07. 2021,Greer Group,71611.65
24. 08. 2021,Walker-Robinson,97316.03
07. 06. 2021,"Alvarez, Rogers and Williams",3403.1
04. 08. 2021,Smith-Haney,16568.63
11. 05. 2021,"Hayes, Ward and Meyers",64757.21
07. 08. 2021,Warren-Luna,84029.0
21. 05. 2021,"Cuevas, Mata and Jarvis",85629.02
14. 08. 2021,Reed PLC,66599.1
30. 05. 2021,Hinton Ltd,70977.01
02. 05. 2021,Zhang-Bailey,207.33
23. 07. 2021,Mason LLC,85841.11
26. 06. 2021,"Reid, Phillips and Bonilla",21278.05
07. 07. 2021,Mason-Adams,69737.93
17. 05. 2021,"Jones, Duarte and Anderson",51579.13
04. 08. 2021,Cunningham-Bell,88160.49
28. 08. 2021,Richardson and Sons,9890.1
14. 07. 2021,"Miller, Hendricks and Porter",5503.12
06. 08. 2021,Miller-Smith,74049.04
15. 08. 2021,"Martinez, Burton and Johnson",71310.15
24. 05. 2021,"Edwards, Flores and Beltran",48254.72
06. 05. 2021,"Bond, Gross and Simmons",21036.37
10. 06. 2021,"Cross, Medina and Davis",18056.54
23. 08. 2021,"Gilbert, Lee and Lewis",12636.92
23. 08. 2021,Alexander-Lee,17994.88
21. 06. 2021,"Moon, Mullins and Rodriguez",38401.0
11. 06. 2021,Merritt-Harrington,51260.7
23. 05. 2021,Moody Ltd,6249.41
19. 07. 2021,Yang Group,69256.21
26. 08. 2021,Vaughan LLC,73542.56
06. 08. 2021,Bell-Kim,51676.62
01. 05. 2021,Walker PLC,34771.08
08. 06. 2021,Evans LLC,9711.93
14. 06. 2021,"Beard, Rose and Yates",50685.87
28. 08. 2021,"Ortega, Baker and Moore",4134.4
03. 05. 2021,"Lee, Monroe and Adams",35784.94
24. 07. 2021,Smith-Diaz,68784.91
20. 06. 2021,"Carroll, Pineda and Wright",98204.28
04. 05. 2021,"Daugherty, Brown and Frazier",45835.82
26. 07. 2021,Gonzalez Inc,20000.75
26. 08. 2021,Zamora LLC,53615.76
28. 08. 2021,"Reed, Hodges and Matthews",80061.82
21. 05. 2021,"Washington, Harvey and Simpson",56726.12
19. 05. 2021,Johnson-Carr,51961.35
15. 06. 2021,Short-Martinez,18275.83
22. 05. 2021,Martin PLC,40709.56
15. 07. 2021,"Johnson, Gonzales and Dalton",96967.1
09. 05. 2021,Castro PLC,55856.7
07. 07. 2021,Gomez-Mitchell,10265.62
20. 07. 2021,Rodriguez Inc,15318.05
04. 08. 2021,Snyder-Gould,81741.27
31. 05. 2021,"Richardson, Rasmussen and Gomez",14638.59
15. 08. 2021,"Davis, Perez and Hart",48165.97
30. 06. 2021,Diaz-Chen,29603.96
23. 05. 2021,"Ortega, Baker and Moore",33815.53
26. 07. 2021,"Kelly, Peterson and Garrett",93151.26
21. 08. 2021,Jones-Johnson,59939.84
12. 06. 2021,"Hicks, Vance and Chan",21094.46
30. 05. 2021,Olson and Sons,90375.13
13. 05. 2021,Thomas-Wiley,51756.39
14. 07. 2021,"Crawford, Arnold and Chapman",19765.72
12. 06. 2021,Rogers-Smith,99467.32
03. 08. 2021,Smith Ltd,96836.18
11. 05. 2021,Chambers-Kim,11937.25
12. 08. 2021,"Spencer, Nichols and Becker",5890.08
22. 06. 2021,Lynch Inc,37134.63
24. 07. 2021,Williams-Paul,70475.41
31. 05. 2021,Castillo-Schneider,17130.2
07. 07. 2021,Lambert and Sons,32082.44
03. 07. 2021,Garcia-Perez,64671.42
11. 08. 2021,"Bishop, Conley and Webb",25405.22
28. 05. 2021,"Davis, Proctor and Lyons",4079.44
03. 08. 2021,Jones-Powers,97334.42
20. 08. 2021,"Thompson, Ibarra and Ferguson",33411.39
