text,y_test,y_pred
"this collection of poems , tho representing a fine breadth of dickenson 's works , is in final assessment a crime against the poet 's great talent . as is freely admitted in the introduction , the editor , mr. higginson , & quot ; worked on the mechanics of the poems by smoothing out the rhymes and meter , changing the line arrangements , and rewriting the dialect of the local area . &quot ; this is a free admission of the book 's guilt , having adulterated dickenson 's original poems in both content and form . gone are the nuances and passions that make dickenson one of the best american writers . gone are the premeditated dashed and capitalizations that add depth and intensity to the poems ' meanings . and , worst of all , gone or altered are many lines that contribute to the unique vision of the artist . as thomas h . johnson says in the introduction to & quot ; the complete poems of emily dickenson , & quot ; a representative mid-nineteenth century traditionalist was being asked to judge the work of a wholly new order of craftsman . . . which he was not equipped to estimate . &quot ; do yourself a favor and avoid this text . instead , find one that is true to the original poems , one which preserves the intent and stylistic genius of the author , and one which will give you the full and lasting effect of emily dickenson",neg,pos
"i love ray charles when ray 's doing ray . this was terrible . ray was out of tune , out of touch and the song selection was ridiculous . i 'm sorry ray , i love you . it 's a shame this had to be one of your last cd 's",neg,pos
it makes glasses stain . and i return it within 1 week,neg,pos
"based on the reviews for this cd i decided to buy it without having sampled it . big mistake . i love , among others , marshall crenshaw , don dixon and peter holsapple , but what happened here ? this was so not fabulous",neg,pos
"the bath seat was easy to put together and satisfactory to use . but some of the metal hardware that was provided for use in assembling the seat was not rust-proof , and rusted after several weeks of use . it makes no sense to make a product used under water that contains metal parts that are not rust-proof .",neg,pos
this book was great . i especialy liked the chapter where bill sticks a falafel in his co-worker 's hoo-hah . priceless,neg,pos
"this book is pitched , at least in part , to linux beginners . but it fails in small , maddening ways when speaking to this audience . after a lot of discussion of disk partitioning and install , page 65 tells you to run the "" man "" command in a shell session . it offers no clue that the only way to terminate a "" man "" command is the letter q - a completely unintuitive action . so a new user can flounder forever , or at least until they get frustrated and reboot . but i do n't mean to slam just this book . that same problem exists in most other beginning linux books , even o'reilly 's pocket guide . all these knowledgeable authors seem to think that noephytes will somehow magically gain access to information that the authors have in their heads , but have n't committed to paper . except for that , it 's a very good book .",pos,neg
"the title of this product is a joke . it should be called "" not easy cd burning "" . roxio version 5 was much easier than this one is . it is way too complicated for burning simple cds",neg,pos
"i was interested in dante 's thoughts on hell , religion , and the afterlife as taught by the catholic church at the time of its writing . what i got was a detailed political history of medieval italy . this book is great for the first few chapters , but then it becomes a repetitive saga . synopsis of the each chapter of the inferno : go to next layer of hell ; describe in 20 words or less the torture found there ; make fun of some political opponents , catholic church officials , and so forth ; prepare for further descent . in my opinion , this book resides somewhere between the 21st and 22nd layers of hell . canto three pretty much has it right... . ' leave all hope , ye that enter",neg,pos
"i bought this scale to replace my previous scale with body fat option . it was not easy to use , as you have to put in your information unless you want to use kilograms , and you still have to enter your height in meters . all that aside , it continues to tell me that my body fat is between 14 and 15%. am i an athlete ? no . am i female ? yes . is 14% body fat possible ? ? ? well let 's just say it is highly unlikely . i ca n't comment on the water numbers it gives me because i do n't really have anything to go on there , but even at my fittest i was over 20% body fat , and that was a while ago. .",neg,pos
"bobby bare is a great singer , one of the most underrated country singers ever . however , most of the songs on this cd pale in comparison to his earlier work like & quot ; detroit city&quot ; and & quot ; millers cave&quot ;",neg,pos
"i bought this product specifically because it was originally described as being / having "" mood-brightening natural spectrum light . "" i thought it would help on the gloomy pacific northwest winter days . i got it on a friday sale price , so it seemed like a good value for the product description given here . the lamp just arrived ( a few days ago - when i originally submitted this review ) , and the product 's faq sheet states this product is "" designed only to provide excellent quality light for daily tasks and hobbies . this lamp does *not* offer the correct level of light intensity specified by the national institute of mental health for the treatment of seasonal affective disorder ( s.a.d. ) . the product literature packed with the lamp has no mention at all that this product offers "" mood-brightening "" light . because of this glaring misrepresentation , i am currently debating whether to the return the lamp . i agree with the other reviewer that the adhesive labels ( there are two ) are very sticky and difficult to remove completely . i used a combination of methods to remove the adhesive residue . and i agree with the comments about the company name being printed on the front of the lamp . when i saw it in the picture , i thought it had to be some kind of company watermark or logo for the stock photo only , so i was shocked to see "" verilux "" actually printed / embossed into the lamp housing , in a very prominent location on the front of the lamp . very cheesy , for a lamp of this price point and quality . if you 're looking for a "" clean "" bright light , in a stylish , portable lamp , this is not a bad choice . but if you 're looking for a full-spectrum light that does offer some light "" therapy , "" this is probably the wrong choice . the company does have other , "" therapeutic "" lighting options , but at a higher price point . nov 1 , 2006 update - i was concerned enough about the original , misleading product description that i submitted my concerns to amazon . i now see that the description had been revised since submitting those concerns . i want to thank amazon for their very prompt response in correcting the product description , which should help other buyers make a more-informed decision .",pos,neg
"this is a very extensive volume of expert advice on how to use windows xp and so far i have found it helpful , although a bit too technical that is not compatible with my xp",pos,neg
"jonny 's conversion is fine and i hope he is happy , but this album was not good if you are expecting the blues guitar work of his early albums . if you want christan rock maybe this could be for you , but he missed the mark with me big time",neg,pos
"one reviewer claims that this is marred by some of eliot 's unfurtunate preducices . but how come you do n't say something like that about o ' henry . we ca n't just stop reading authers because you we do n't like their views . someone calls hemingway looking forward ? if that 's looking forward i'de rather look backward . hemingway has no concept of lyricism what so ever . most of the people that reviewer named justly loved eliot . eliot is not looking nesscarily towards the past , but towards what we have made out of the present . in name of progress , we have destroyed nature and good part of our souls . to call eliot conservative at the time he wrote the poem would be redicoulous , the first draft according to one of eliot 's biographers , was absolutly a expression of relavtism . one critic accused him being a nihilist . on the poem itself eliot is truly a master at evocating mode and tone , not to mention his brilliant use of imperfect rymthe . so it does n't have the crepty sentimentalism and redicoulous forays of expression of eariler and later poets . so he looks at his poetry with a sense of hard classicism , we could use more of that . yet what he does n't right he evoces through mode and tone , giving us truly one of the best poems of this , or any other century .",pos,neg
"although this is a good batch of accessories , the camera case itself is a little unhandy at times . it has no carry strap - - the camera strap sticks out through a slit in the top . so , if you want to carry the case by a strap and you decide to take a picture , you must open the case , pull the camera 's strap through the slit , then lift the camera out . it would not keep me from buying this but it does make it unhandy",pos,neg
"this is not a high-tech digital frame . it does n't play mp3's . it does n't come with a remote . it simply reads your digital pictures from a card and displays them in a slide show mode . there 's an "" on "" button and an "" off "" button . there is no manual to read in order to learn how to operate your frame ( though it does come with a one-page instruction sheet ) . it 's great for your office desk when all you need to do is reach over and turn it on or off . if you want to display it in a difficult-to-reach location , or choreograph your pictures with music , then this is not the frame for you",pos,neg
"of the dozen tracks featured here , chances are the typical listener will only recognize four : & quot ; signs , & quot ; & quot ; sweet city woman , & quot ; & quot ; one fine morning&quot ; and & quot ; gimme dat ding&quot ; - and the last-named is out of sequence , having come out more than a year before the others . the star of this show is lighthouse 's & quot ; one fine morning , & quot ; and rhino must be praised for offering up the full ( lp ) version rather than the 45-rpm edit , which was about two minutes shorter . it 's a shame , in a way , that this song had lyrics ; had it been an instrumental , it would have found a perfect and permanent home - on & quot ; music from nfl films&quot ; - it had that quality about it . as for the other eight offerings : if they wanted to pick some obscure stuff , why did n't they go all the way and throw in dusk 's & quot ; treat me like a good piece of candy ? & quot",neg,pos
"i loved "" come away with me "" the first moment i heard it . i also had the opportunity to see norah and her wonderful band in concert ... the experience was absolutely fantastic ! i could n't have asked for a better ! so naturally i waited in eager anticipation for her new album "" feels like home "" which after only one listen made me feel narcoleptic . it was a good thing i did n't try and listen to it while driving . to be perfectly honest , i have n't listened to it since . she is so talented , i wish this effort had been as successful as the first , but not everyone hits a homerun each time at bat . but i still hold out hope that her next album will be better",neg,pos
"bob james - the mastermind of smooth jazz . "" h "" , "" touchdown "" , "" grand piano cannyon "" . eternal pieces of art. brave and thoughtful new directions in jazz . we owe him a lot . but the recent releases of fourplay -including "" x "" - do n't meet my expectations at all : predictable , repetitive , overproduced computer-music . the typical fourplay sound squeezed out like a lemon in another cd . larrys guitar playing takes a nice direction on "" tournabout "" - but then the song falls back again to old routine . "" screenplay "" is a good one ( one of two songs that were done by bob ) . the rest , hmm.. . some nice solos constricted in predictabiltiy . do n't get me wrong , i like all of the guys . every single member of the group has done great things in the past . so - a bit more breveness , yes please",neg,pos
"this sequel to a horror classic started out ok , but by the middle , none of it mattered anymore , i even got a bit tired of the well done gore effects because i had to sit through scenes of a severed [...] and rat duking it out ! the original "" reanimator "" is a great flick to see if you want excellent and original gore effects as well as a creepy storyline , but this sequel just stinks",neg,pos
i have been using pc-cillin after dumping mcafee following some lousy customer support with no issues . this new version i was very concerned after reading all of the reviews . it does seem to slow things a little on my amd pc if i am running all of the options i can run but even with them it is tolerable . i am sure you would not want to run this on anything less but it does work and managing it has been simple .,pos,neg
"as other reviewers have stated , ludlum passed away at the time of the publication of this novel . unfortunately , we may never know what other voice has been mingled with ludlum 's to complete this tale . honestly speaking , i believe this to be the case because the story is actually better than i have come to expect from ludlum . no disrespect intended , but i feel this work is actually above his standard . there is certainly a few moments of unbelievable plotting and characterization , but who cares when the ride is such a rip . at first you think you 're reading a typical espionage thriller and eventually come to realize it 's more than that , much more . for new world order conspiracy fans you 're in for a treat . ludlum et al 's take on an old plot is so fresh and intrigueing you are left speechless . i 'll just say this , if you have ever wondered if the nazi 's survived wwii you will really wonder after reading the sigma protocol . god help us if there 's any truth to this plot",pos,neg
"neither the amazon review or any of the customer reviews recently submitted mention this fact . i have few classical and pop recordings in mono that do not impact the listening experience such as ' songs for swinging lovers ' - frank sinatra or beethoven 's opera fidelio - conductor otto klemperer ( testament label ) . the material on these recordings are so good that the listener completely ignores the fact that they are mono recordings . i did not hear anything outstanding on this cd to make me overlook the ' mono ' factor . is this some great jazz masterpiece , recorded live in carnegie hall by two giants of jazz ? i personally do n't think so . somehow this material remained in obscurity for all this time and somebody by accident discovered this gem - if you believe that then elvis is alive and the earth is exactly 6000 years old . with small jazz bands , i like to listen to the musicians communicate with each other within the context of a thesis . examples : ' sunday at the village vanguard - bill evans trio ' or ' new york reunion - mccoy tyner quartet' . i wanted to but could not hear anything of this sort in this recording . this material is more likely to be understood only by the performers themselves and the real jazz aficionados . it may have been hasty but after one listen i decided to sell this cd and i have no regrets other than buying it in the first place .",neg,pos
"beware ! this is not the tv series as described by the first reviewer ( not the reviewer 's fault ) . this is instead , the movie version of "" return to treasure island "" , and the tv version is by a different distributor",pos,neg
"i recently upgraded to ms vista and ms office 2007 and i upgraded to the vista version of pdf converter pro 4. big , big mistake ! ! the program installed some sort of pdf "" add-in "" to ms office that caused excel , word , and outlook to crash . as soon as you opened one of the programs it would give an error message and close . it took hours on the phone with microsoft to figure out and correct the problem ( thanks microsoft ! ) . however , i got zero help from nuance , they wanted to charge me to even report a problem ! beaware you will not get technical support with nuance products ! before i upgraded , i used pdf converter pro at home whereas at work i used adobe pro . there is no comparison , pdf converter pro while considerably cheaper , does not do near as good a job of producing pdf files . i 'm still looking for something that works but is cheaper than adobe .",neg,pos
"it doesnt quit dark circles , but helps against wrinkles while it is on your face",pos,neg
"i tried to rent this dvd from an online service about a week ago . unfortunately , the dvd was damaged and unplayable , but not in the usual way i 've seen before ( like a disc cracked all the way through ) . it looked like someone had turned the playable side face-up and tapped a small nail with a hammer on it . the cracks had that kind of splintery pattern like a broken window . anyway , i returned the copy and ordered another , which i received today . again , this one is also unplayable and is cracked in an odd way . i just reported this problem online to the dvd rental company and ordered a replacement copy . however , i let them know that they may want to check their inventory of this dvd as someone may be intentionally destroying the dvds . if i get another one that is cracked or unplayable in any way , i 'm going to just buy a copy because the movie must really have gotten under someone 's skin for them to do something like that .",pos,neg
"another hyprocritical nut . these christian fundamentalists like are literally screaming jesus , while cutting your throats , not unlike the jihadi fundamentalists . the only thing is they cant do that now as they used to couple of hundred years back by enslaving and lynching blacks , killing native americans , and showing their christian love for the jews - by exterminating them . hope our future generations dont have to live in a christian saudi arabia . this is what these whackos envision",neg,pos
"like so many new-age artists , ryan farish has a great ear for melodies . unlike most new-age artists , ryan farish has rhythmic problems . he likes to use the delay effect on his piano , but either it is not sycronized with the tempo of the song or he is simply being too sloppy with his playing ( sometimes it 's one problem and sometimes it 's both ) . i do n't know how he let those takes make it on to the final album . also , the massively loud reverse cymbal sounds are way overused and make the entire album very abrasive very quickly",neg,pos
"the camera case only works if you wear a belt- - there is no clip on . the case itself holds only the camera , not even space for a spare battery or memory card . ( i 've heard the case will darken your camera , but i did n't end up using the case ) . the neck strap is not useful , it 's too long . at ' 34 inches , if you 're not careful you could swing your camera into something and break it . ( the canon camera rocks , however .",neg,pos
"based on the description , i expected this to be a davinci code knock-off , but gave it a shot since i recieved a free copy . comparing labyrinth to the davinci code do it injustice ; this is definately not an imitator and is worth reading in it 's own right . i enjoyed the characters , plot , and switching between the past and present . i 'm not sure it has literary value ( i would n't argue that the davinci code does , either ) , but it 's certainly complex enough to make you think about the plot and character relationships without being difficult to follow",pos,neg
"well , besides a whole bucket full of money , one of them lets you take photos in lower light , okay , that 's obvious . the 16-35mm is a bit heavier , but not so you 'd notice , unless maybe you were carrying it around all day , without eating and you 're a bit over the hill . so why pay the extra money , unless , of course , you do a lot of shooting in the early morning and late evening ? maybe you should n't , because i 've been doing a lot of photo taking with both , film and digital , and as one would expect from the "" l "" lenses , the photos are crisp and sharp . in fact i keep i the 17-40 on the camera i carry around all day , you know , the one i might leave on the table in a restaurant when i got to the restroom . it 's a lot less money to lose to someone looking for a five finger discount . however , my gal pal sara and i take a lot of early morning photos . she shoots old houses , and she never , ever goes out without the 16-35mm . she swears by it , loves it , sometimes i think better than me . so there is a difference , i 'm the kind of person that could happily live with less expensive lense , sara is not . however they both deliver gorgeous photos . you ca n't go wrong if the lense has that red circle around it . jack priest , sailor home from the se",pos,neg
"a 130-minute barrage of unrelieved bathos and sentimentality , this swedish import does n't so much insult your intelligence as complacently assume that you never had any in the first place , would n't know what to do with it if you did have it , and in general favor entertainment that bypasses the brain entirely and addresses itself directly to the tear ducts . the plot is of the type commonly described in laudatory reviews as "" well-worn , "" which seems to be a euphemism for "" shop-worn , "" "" clichï¿½ , "" or "" stupefyingly unoriginal . "" here it is ( spoilers follow ) : daniel , a big-shot conductor in emotional difficulties and poor health , returns to the quaint rural village of his childhood , takes over and revives the local church choir , heals himself and everyone else in sight with his life-affirming yet charmingly diffident zaniness , finds love , finds his inner child , and finally , at the moment of his and his choir 's greatest triumph , croaks . a great director and screenwriter might have been able to conjure some life out of even this forbiddingly stale and schmaltzy program , but kay pollack is n't up to it . instead , in a kind of perverse tour de force of misbegotten inventiveness , he celebrates , embraces , wallows in the schmaltz , throws it at you until it 's dripping off you like oobleck , and somehow keeps finding more reserves of it tucked away in odd little corners of the film . indeed , there 's something horrifyingly impressive about the way this movie gets relentlessly stupider and more bathetic from the first frame to the last : it almost bespeaks a kind of strange talent , albeit of the ed wood variety ; and while watching it i almost suspected a cynical provocation of some kind , as in the kingsley amis story about the poet who , at the end of a long and successful career , publishes a volume of intentional gibberish in order to expose the critical establishment as a passel of clueless poseurs . ( speaking of whom : "" as it is in heaven "" was nominated for best foreign film at the oscars in 2005 , after being strewn with similar honors in sweden , where it was reportedly seen by some two million viewers . we 're used to this kind of idiocy from the academy , but what 's going on in the country of strindberg and bergman ? has someone been putting something in the kï¿½ttbullar ? ) a standard feature of movies like this ( and books like this , if it comes to that- -cf . ayn rand ) is that characters are presented not as human beings but as representatives of some principle or other that the filmmaker deems important and relevant . aiiih is no exception . the parade of didactic marionettes includes : - - daniel 's love interest , a ditzy twenty-year-old blonde , who represents the life force ; - - the humorless , sexually repressed , hypocritical preacher , who represents the church , which as we all know is a sinister combine bent on stamping out the sex drive and repressing all manifestations of joy and spontaneity , especially in modern scandinavia ; - - the wife-beater whom everybody at first inexplicably tolerates , and then finally locks up and forgives- -who represents violence and what to do about it ; - - the retarded kid whom daniel insists on letting into the choir , chiefly so that he can become the film 's symbol of the virtues of inclusiveness and the deep human wisdom of special people . ( incidentally , it 's about time somebody realized that sentimentalizing retarded people , in movie after movie , as symbols of purity / goodness / wisdom-beyond-the-ken-of-those-cursed-with-normal-intelligence , or whatever , is just as disrespectful and exploitative as making cruel fun of them ; it just seems nicer . ca n't we have a movie that depicts a retarded person as a human being ? the only one i can recall seeing is "" best boy , "" a documentary about the life of a retarded man that came out about 25 years ago . apart from that they 've been reduced to targets of witless ridicule , as in "" there 's something about mary , "" or turned into plaster saints as here . ) so , to sum up : save your money and your time , which would be better spent sleeping or watching reruns of "" the o.c. "" run , do n't walk , from your local art theater if this is the main attraction . and do n't forget the moral of the story , rather comforting to me as an expatriate american living in a europe that preens itself on its superior wisdom and sophistication vis- ï¿½-vis the usa : kitsch is global .",neg,pos
"private investigator kinsey millhone is back again in this fourth installment of sue grafton 's alphabet series . this time she is offered a fee to give a $25 , 000 cashier 's check to a young man named tony gahan . the check for the fee bounces and kinsey is now looking for the man who gave it to her , plus the young man she is to give the cashier 's check to . everything she finds out about her client is bad . he is a drunk , who has killed several people in a car wreck , and appears to be a bigamist . when he is found dead , kinsey has plenty of suspects including survivors of the dead motorists and two angry wives . this book is written in grafton 's usual breezy style , and kinsey becomes more independent and more likeable with each book . i would recommend the whole series to mystery-lovers",pos,neg
"i think is a "" must "" for any beginner , for a low price you can have almost all the different size of ep . try them for a few months and then when you will be completely sure what do you want and buy the ep that you need .",pos,neg
this never should 've been pressed . they should 've taken the mix and thrown it out . do not buy ! !,neg,pos
broke the day after i got it . but when it worked i loved it,neg,pos
"we needed something for our baby 's room so that we would n't have to tip-toe around the house while she was napping . we ordered this item based on the great reviews , but did n't really know what to expect . it 's much like the noise produced by a small fan , but without blowing air . it has two speeds , and complete control over the volume and pitch by adjustment of the louvers . some reviews we read said it was not loud enough . i ca n't imagine that being a problem as we have it on the quietest setting ( louvers completely closed , and low speed ) and it 's perfect . on high it 's plenty loud for a device used while sleeping . this product did the trick for us , and i would recommend it to anybody with a light-sleeping baby",pos,neg
"here 's the good news : i have had many cameras in my life , digital and film , and i have found the z1 to be my favorite . the camera is very user friendly and the pictures are sharp with great color . my previous camera was a minolta dimage 7 ( $800 ) and i found that this camera 's photo quality was just as good . the best feature of the camera is the fact that it is sturdy and compact enough to carry with you daily . owning this camera made taking pictures a daily part of my life . here 's the bad news : recently my camera broke and when i tried to contact fuji to get a replacement or a repair , the service was terrible . their website is very difficult to navigate and offers very little support . summary : great camera as long as it does n't break . it 's easier to pay someone to fix it than actually get fuji to repair it",neg,pos
"if you 're looking for a video that does n't take a lot of time , then this is one that you should add to your collection . it does n't matter if you 're a beginner or have been doing this stuff for years , there are two levels to suit both challenges . 10 minutes is spent on abs , buns & amp ; thighs . you can choose to do all of them or one of them when you get a spare 10 minutes . the exercises are great and you can feel the burn in all your muscles . if you do this video 3-5 times a week and eat a healthy diet , you 'll easily lose inches and tighten up those & quot ; loose&quot ; areas",pos,neg
"not what i expected when renting this movie . as others have said clarissa came off too pure and innocent . futhermore , i do n't understand why such a viriginal woman would run off to be with one of the most horrid men in the world ? everyone knows what lovelace has done..there are numerous accounts . yet she goes with him anyway ? blah . the acting was ok . the costumes were excellent ( i love period movies ) but the plot dragged and dragged and dragged . and as another put it , i was very glad when clarissa kicked the bucket . i read a lot of historical fiction , classic novels and love period movies , but there was no liking this one . it just couldnt be done",neg,pos
"this camera was great at first and very easy to use , however , the condensation error many others seem to have came true for us as well . when we first got the error it had not been anywhere near any water or moisture , so we put it in our cedar chest ( we keep our house very dry and do n't live in a humid area - nebraska ) . this worked for a few months , but the error is now on permanently and the camera is useless . i wish it was different , but bottom line , this is a disposable video camera - a nice one , but still disposable",neg,pos
"i give this book a 4 star rating , not because i believe in "" the necronomicon "" , but because this particular book has given some very interesting background and historical information on the occult scene in the 1970s . the simon necronomicon itself is an interesting tome ( though i doubt it 's "" authenticity "" per se ) . it is at least as valid a grimoire as any other , and more valid than some . "" dead names "" has provided a great deal of information on certain people whose backgrounds are generally not known as well as the unique "" wandering bishop "" phenomena and the so-called slavonic orthodox church . overall , both an informative and entertaining volume , whether you "" believe "" or not",pos,neg
"i think a lot of people miss the power of this movie . to me this is a scathing view of how simple minded religious people are duped by ministries in this country . even though this was made some years ago before the advent of the infamous tv ministries today , the message is still clear . those who have only a simplistic relgious outlook are prey for the kind of charletans portrayed in this movie . this is certainly one of burt lancaster 's better roles , and he plays it with much guesto ! if we were to look at most of the popular ministers today we would find that many are from this dark kind of background . this movie has a strong message . do n't listen to the word of god from others . if you must believe in the wild stories of the bible , do so in your own way . do not sanction phoney churches and preachers with your time and money ! even in this modern day and age , the influence of this kind of hokem is still strong . mr. bush and the republican party used it as a means to seek re-election ! everyone who is a born again christian , or a church goer of any kind should see this movie and perhaps get a better understanding of what the religious industry is in this country . the ending of the film is perhaps a bit contrived , meant to imply the dangers of man assuming the powers of the almighty ( if there is one ) . still , a powerful film for its time and contains a worthwhile message for viewers today .",pos,neg
"neil young 's latest release has some very clever and interesting songs . they are very political so unless you are a completest who likes neil young , if you agree with president bush , this album will be a turn-off . for the politically neutral or those who agree with neil young this is a good album . maybe this is not neil young 's best but it still is a good album",pos,neg
i am not a bookkeeper . without bookkeeping software i would be lost ! i own a small business and help keep books for a friend 's business . i have quickbooks from 1996 and love it so i convinced my friend to get this newer version . i am very disappointed with the format and see very little similarity between them . aarrrgh !,neg,pos
"i grew up reading harold evan 's sunday times - in the late 1970s it provided a window on the world that few other papers could . i particularly remember comprehensive coverage of egyptian president sadats historic visit to jerusalem ; ongoing coverage of soviet dissidents and a very welcome ( i 'm irish ) editorial urging britain to consider withdrawal from northern ireland . however , from today 's perspective , the paper 's foreign coverage seemed to be written from a point of view which could be summarised as ` what would the world do without henry kissinger ? ' [indeed this has always seemed to be mr. kissinger 's view also] ; and that soviet unreasonableness was a product of american hawkish unreasonableness and that balance , compromise and reasonableness were achievable with enough negotiation . my memory is of positive disdain for the emerging tax revolt in california and absolute dread at the more confrontational foreign policy approach being urged by followers of governor reagan . a major positive for me was the explanatory diagrams and the furtively taken photographs of soviet missiles ( ss-20s ? ) being deployed in russian forests . i was reminded of these diagrams in 2002 / 3 when the modern sunday times gave excellent descriptions - supported by diagrams - of saddam 's mobile chemical / biological weapons labs - which turned out not to exist . in saying all the above , i mean both to pay tribute to harold evans and to put in context the criticisms i have of this book - which contains descriptions of his triumphs as sunday times editor and his difficulties as times editor under rupert murdoch . the book has three sections - the first describes some of the episodes which made evan 's sunday times great - the investigative reports from the insight team and others , of malicious cover-ups of poor quality in the pharmaceutical industry ( thalidomide ) and the aircraft industry ( mcdonnell douglas ) ; the publication of the crossman diaries - laying bare the rivalries and mutual disdain of the members of the british labour cabinet . having established his credentials as a ` vertical ' journalist - evan 's term , which he describes as ` seeking to get to the bottom of things ' - and lauding his proprietors , the thomson 's , for allowing him to do so , the second part of the book deals with the advent of mr. murdoch as owner . the machinations of murdoch to gain control are fascinating , the thomson 's were drained both financially and personally by the losses induced by union activity , and they secretly dealt with murdoch while other offers were being pursued by the editors . murdoch eventually won ownership of both the times and sunday times , having given guarantees of editorial freedom to a board of ` national directors ' , guarantees , which if breached , were theoretically amenable to criminal legal sanction . as part of the change of ownership evans was offered the editorship of the times - one of the free worlds most revered titles . in his description of the paper , evans reveals an almost po-faced reverence for the place of the times as part of the british establishment - he sees it as the paper of record , upholding fair , non-partisan and accurate journalism which british society has come to expect . one feature of this is his constant enumeration of people 's educational background , almost every colleague is named and then his / her school and university are listed - for example joe smith , winchester , oxford , to establish both social class and academic ( perhaps intellectual ) credentials . he documents the ` four pillars ' of the times as its reporting of parliament , its legal coverage , its obituaries and its leader columns . oh dear ! stolid stuff , from the fearless , vertical , investigative editor . nonetheless this section contains fascinating accounts of evan 's new broom editorship coming to terms with the rather lazy attitude to scoops and freshness of news which , by implication , criticise his predecessor as editor ( william rees mogg ) ; and show that change was indeed necessary at the institution . looming behind this story is murdoch 's general management style - haphazard interventions , secretive finances and lack of budgeting and planning . from the text it seems to me that murdoch was overstretched with transatlantic acquisitions , rather than covertly scheming to undermine evans . the third section of the book reads a bit like macbeth - murdoch plots to renege on his guarantees and to impose his will on the editors . the text here is well paced and descriptive - the tension plays havoc with everyone , save perhaps murdoch , evan 's second-in-command betrays him , various functionaries within the paper either resign or become lackeys , the ` national directors ' turn out to be paper tigers ( this is too good a pun to delete ) , the thatcher government sides with murdoch and fails to taken any action as the guarantees are broken , piecemeal . the thrust of this section reveals evans as tragic hero , valiantly striving to uphold freedom of speech against the devious , double-dealing murdoch , whose lackeys live in fear of his disapproval . however , by the time i got to this section i had , sadly , lost a lot of respect for evan 's impartiality , his defence of press freedom seemed to me to cloak an innate inability to face change in the form of new commercial and political realities . this was reaffirmed in my mind when , on the day that evan 's agreed to reign , who should phone to commiserate but henry kissinger ! in the end i think the book is important in that it is illustrates that one important feature of change and leadership is that they are neither comfortable nor , initially at least , popular . evans , though personally engaging - and i 'm sure mercurial and demanding - came to represent a set of fading political beliefs . the change occurring at the times these events described were taking place saw the emergence of economic individualism unleashed by lowering taxation rates ; the antipathy to organised labour and active military competition with the soviet union . the fading , indeed failing , social democratic consensus was overthrown by a more individualistic and competitive set of beliefs and the process was quite ugly , given the sincerely held beliefs on both sides . i believe evans and murdoch were representative shadows of this change . the rest of the story - evans attractive forthrightness , murdoch 's furtive acquisitiveness - while the human interest focus of the story , are ultimately a side show . this book is well told , highly dramatic and engaging , however seen at a remove of twenty five years it is a lament from someone who worked hard to become part of an establishment whose day was done .",neg,pos
ok.. . i do n't know who reviews batteries but this one is pretty good .,pos,neg
"very easy to set up , but no matter what i did , i got several horizontal interference bars . one very nice feature is a built in video modulator that allows you to connect to older tvs using a coax cable instead of rca . i am returning this product",neg,pos
"tosca 's suzuki is not breaking any ground , but by god they have mastered the art . this album is just so professional sounding , very nicely produced . this is how i envision trance to sound like , so much garbage out there it taked a while to sift through and find a golden little record like this . funky bassbeats and killer sounds . it 's what they call ethereal....i think . it flows so well from track to track , quite the odyessy in under an hour",pos,neg
"recorded 2001 - 2002. it has become all too common that few are taken to task for saying or doing stupid things . what 's worse is that no one seems to care . this is the kind of thing that pisses lewis black off . the angrier he gets the funnier he is . i first came to appreciate mr. black on the comedy central 's "" daily show . "" i always felt that there should have been more time devoted to lewis black . i wanted more - i needed more - i had to have more ! so i went to my "" mental health club , "" amazon.com and bought every title available . the end of the universe , rules of engagement and luther burbank preforming arts center blues - ( i had already purchased the white album ) which one is the best ? all of them ! as i write this review - i realize that i still want more - so i am buying the dvd's . there is nothing dated about this material . in 2006 it is just as - if not funnier than when first released . please lewis keep recording it still is not enough ! casl",pos,neg
"there are complaints about win xp sp2 being too expensive or complaints about technical problems . it is too expensive , but it is the standard at so many companies , big and small , around the world . i just wanted to say that anyone who gives windows xp sp2 a one star rating really does n't understand much about the windows operating system , and therefore you should not take into consideration their uneducated opinion about operating systems in general . the price is a bit high , but windows is what it is.. . a dominant operating system",pos,neg
"i feel that it is just way too much money for what you get . i own a lot of professional ( canon ) equipment and gladly paid the price because they are the best things out there . but it makes little sense to market a marginal product and still expect to command a high price . i have the s80. no complaint there . the leather case was just way too tight , which invites a fumble as you try to pull out the camera . the flap issue is an issue . the neck chain is a bit short , and similar and better items can be had for a lower price . if you shop around you can also find the li battery for less . i 'm not upset , but just disappointed with what i got for the price",neg,pos
"i loved this book . it talked about every facet of the stock market , but did n't go overboard with jargon . i knew absolutely nothing about stocks and after reading this book i am ready to learn more . it was well written , interesting , and , unlike some investing books , the author was not trying to sell anything . this is the perfect book for anyone who wants to invest but has no knowledge of the subject . i really enjoyed this book",pos,neg
"the picture is fine at this price . i bought the panasonic vdr-d100 for my daughter because she usually does n't want to do anything with the computer like edit video . when we gave it to her the first thing she asked was , "" can i edit the movies ? "" i did a quick test to make sure the dvds would finalize and work on another dvd player with success on 3 computers and 3 dvd players . i did n't find anything the disc would n't play on . then i started up vegas movie studio platinum which i use to edit my minidv movies . i selected import from dvd and it went straight to the minidvd and loaded in the files where i was able to edit and add titles , music , sound effects and a voice over if i wanted to . since i already bought dvd-r / w discs she will be able to reuse them if she ever edits the movies because you can unfinalize the discs and reformat them .",pos,neg
