carID,brand,model,year,transmission,mileage,fuelType,tax,mpg,engineSize
15563,ford, Grand C-MAX,2017,Manual,26967,Petrol,30.0,54.3,1.0
19276,hyundi, Santa Fe,2019,Semi-Auto,5931,Diesel,145.0,39.2,2.2
12246,hyundi, IX20,2016,Manual,20347,Petrol,125.0,50.4,1.4
12660,merc, SLK,2001,Automatic,42087,Petrol,325.0,30.0,2.3
18151,hyundi, I40,2014,Manual,46152,Diesel,30.0,62.8,1.7
17399,hyundi, I800,2017,Automatic,18000,Diesel,330.0,33.6,2.5
13303,vauxhall, Combo Life,2020,Manual,3218,Diesel,145.0,50.4,1.5
18735,hyundi, Santa Fe,2017,Semi-Auto,50595,Diesel,235.0,42.8,2.2
12509,audi, RS4,2014,Manual,60000,Petrol,555.0,26.4,4.2
12032,hyundi, I800,2018,Automatic,21600,Diesel,150.0,33.6,2.5
18694,vauxhall, Zafira Tourer,2017,Manual,15843,Petrol,200.0,41.5,1.4
15218,hyundi, Santa Fe,2019,Automatic,13100,Diesel,145.0,39.8,2.2
13710,skoda, Kamiq,2019,Semi-Auto,452,Diesel,145.0,52.3,1.6
12471,merc, V Class,2020,Semi-Auto,2859,Diesel,145.0,36.2,2.0
17868,skoda, Kamiq,2019,Semi-Auto,50,Petrol,145.0,43.5,1.5
14897,merc, V Class,2017,Automatic,34564,Diesel,145.0,44.8,2.1
17587,vw, Caravelle,2011,Automatic,53000,Diesel,325.0,34.4,2.0
14114,ford, Galaxy,2010,Manual,92000,Diesel,200.0,49.6,2.0
16495,merc, GL Class,2015,Automatic,45712,Diesel,330.0,36.2,3.0
15120,merc, CLS Class,2015,Semi-Auto,40270,Diesel,160.0,51.4,3.0
19102,hyundi, I40,2019,Manual,10,Diesel,145.0,52.3,1.6
17390,skoda, Yeti,2010,Manual,101145,Petrol,160.0,44.1,1.2
14632,merc, CLS Class,2015,Automatic,51974,Diesel,125.0,57.7,2.1
16836,skoda, Rapid,2017,Manual,33402,Petrol,150.0,61.4,1.0
12481,skoda, Scala,2019,Semi-Auto,5449,Petrol,150.0,45.6,1.5
18272,vw, Caddy Maxi Life,2019,Semi-Auto,13309,Diesel,150.0,58.9,2.0
16476,skoda, Kamiq,2020,Manual,11,Petrol,150.0,46.3,1.5
17371,hyundi, Santa Fe,2019,Automatic,1791,Diesel,145.0,39.2,2.2
16098,bmw, X6,2019,Semi-Auto,1500,Diesel,145.0,34.9,3.0
18489,audi, A8,2018,Automatic,15486,Diesel,145.0,50.4,3.0
13962,vw, Arteon,2019,Automatic,8988,Petrol,145.0,48.7,1.5
13208,bmw, M4,2018,Automatic,16000,Petrol,150.0,34.0,3.0
15535,bmw, i3,2017,Automatic,10839,Hybrid,0.0,470.8,0.0
14341,vauxhall, Zafira Tourer,2017,Manual,28565,Petrol,145.0,41.5,1.4
16957,skoda, Roomster,2011,Automatic,56000,Petrol,145.0,49.6,1.2
15063,hyundi, IX35,2014,Manual,50664,Diesel,145.0,53.3,1.7
15727,vw, Tiguan Allspace,2019,Semi-Auto,7442,Diesel,145.0,38.7,2.0
15299,vw, Caravelle,2019,Semi-Auto,14751,Diesel,145.0,32.8,2.0
19240,vw, Arteon,2019,Manual,10,Diesel,145.0,52.3,2.0
14625,hyundi, IX20,2016,Manual,20063,Petrol,125.0,50.4,1.4
19164,vauxhall, Zafira Tourer,2017,Manual,8131,Petrol,145.0,41.5,1.4
15249,vw, Scirocco,2015,Automatic,47313,Diesel,30.0,57.6,2.0
15546,bmw, Z4,2019,Semi-Auto,8998,Petrol,145.0,38.7,2.0
16068,merc, X-CLASS,2018,Automatic,14500,Diesel,260.0,35.8,2.3
17727,bmw, X6,2020,Automatic,7486,Diesel,145.0,34.9,3.0
15081,vauxhall, GTC,2015,Manual,36429,Petrol,160.0,44.8,1.6
19479,ford, Puma,2019,Manual,2000,Petrol,145.0,50.4,1.0
19269,merc, S Class,2018,Automatic,1952,Petrol,145.0,34.0,4.0
12117,ford, Grand C-MAX,2017,Semi-Auto,10295,Diesel,30.0,58.9,1.5
15311,ford, Tourneo Custom,2015,Manual,13016,Diesel,235.0,42.2,2.2
13964,vw, Beetle,2014,Manual,11000,Diesel,30.0,65.7,1.6
18672,ford, Edge,2019,Automatic,1657,Diesel,145.0,40.4,2.0
17258,toyota, GT86,2016,Manual,14000,Petrol,260.0,36.2,2.0
15866,merc, CLS Class,2019,Semi-Auto,12000,Diesel,145.0,47.9,2.9
14422,audi, A8,2018,Semi-Auto,12640,Diesel,150.0,50.4,3.0
13382,vw, Amarok,2019,Automatic,12500,Diesel,260.0,36.2,3.0
16509,skoda, Yeti,2014,Semi-Auto,38000,Petrol,160.0,44.8,1.2
15976,vw, CC,2016,Manual,19000,Diesel,30.0,62.8,2.0
14216,ford, Edge,2016,Manual,29808,Diesel,160.0,48.7,2.0
14127,vauxhall, Zafira Tourer,2017,Manual,16107,Petrol,145.0,41.5,1.4
17994,bmw, Z4,2019,Semi-Auto,1817,Petrol,145.0,38.7,2.0
12206,vauxhall, Combo Life,2019,Manual,14500,Diesel,145.0,53.3,1.5
15412,vw, Amarok,2019,Automatic,19841,Diesel,265.0,33.6,3.0
19259,vw, Shuttle,2018,Manual,30803,Diesel,145.0,47.1,2.0
15862,ford, Edge,2017,Automatic,10088,Diesel,145.0,48.7,2.0
12035,toyota, Prius,2019,Automatic,3650,Hybrid,140.0,217.3,1.8
15878,skoda, Scala,2019,Automatic,6000,Petrol,145.0,47.1,1.0
12267,bmw, Z4,2003,Automatic,70000,Petrol,325.0,29.7,3.0
12903,vw, Amarok,2019,Automatic,2569,Diesel,260.0,33.6,3.0
13032,hyundi, Santa Fe,2017,Manual,19049,Diesel,200.0,47.1,2.2
13253,audi, A8,2018,Semi-Auto,7500,Diesel,145.0,50.4,3.0
15957,merc, S Class,2014,Automatic,31385,Diesel,200.0,48.7,3.0
18244,hyundi, I40,2017,Manual,14799,Diesel,150.0,67.3,1.7
16187,merc, V Class,2019,Manual,20981,Diesel,145.0,46.3,2.1
12737,hyundi, I800,2018,Automatic,35460,Diesel,145.0,28.0,2.5
16398,ford, Tourneo Connect,2015,Automatic,15518,Petrol,260.0,35.3,1.6
12565,ford, Tourneo Custom,2017,Manual,36000,Diesel,145.0,44.8,2.0
12803,hyundi, I40,2019,Semi-Auto,1000,Diesel,145.0,53.3,1.6
15438,audi, Q8,2019,Automatic,10000,Diesel,145.0,33.6,3.0
19310,toyota, Prius,2009,Automatic,40954,Hybrid,10.0,65.7,1.5
13696,toyota, GT86,2020,Manual,339,Petrol,145.0,33.2,2.0
18324,ford, Puma,2019,Manual,3021,Petrol,145.0,50.4,1.0
17768,hyundi, IX20,2017,Manual,9604,Petrol,145.0,50.4,1.4
15364,vw, Tiguan Allspace,2019,Semi-Auto,13108,Petrol,150.0,30.7,2.0
12512,skoda, Scala,2019,Manual,451,Diesel,145.0,57.7,1.6
12636,ford, Grand C-MAX,2016,Manual,39460,Diesel,30.0,64.2,1.5
19340,merc, CLA Class,2019,Automatic,14024,Diesel,145.0,51.4,2.1
19541,skoda, Yeti,2013,Semi-Auto,46569,Petrol,165.0,44.1,1.2
18706,vauxhall, GTC,2015,Manual,25100,Petrol,160.0,47.1,1.4
17749,skoda, Rapid,2016,Manual,42379,Petrol,20.0,60.1,1.2
12486,vauxhall, Combo Life,2019,Manual,6797,Diesel,145.0,53.3,1.5
17407,ford, KA,2015,Manual,15850,Petrol,30.0,57.7,1.2
18439,ford, Galaxy,2018,Automatic,28425,Diesel,145.0,52.3,2.0
17728,vw, Amarok,2019,Automatic,18000,Diesel,265.0,28.3,3.0
12847,audi, RS3,2016,Semi-Auto,29920,Petrol,300.0,34.9,2.5
13815,bmw, X6,2015,Automatic,31100,Diesel,205.0,44.8,3.0
17939,ford, Grand C-MAX,2018,Automatic,18961,Diesel,145.0,58.9,1.5
14338,merc, M Class,2013,Semi-Auto,41366,Diesel,300.0,39.2,3.0
15778,vw, Arteon,2019,Semi-Auto,1500,Petrol,145.0,32.8,2.0
14713,audi, A8,2015,Automatic,40275,Diesel,200.0,47.9,3.0
18991,ford, Grand C-MAX,2018,Manual,18614,Petrol,145.0,54.3,1.0
14443,skoda, Yeti,2016,Manual,52968,Petrol,125.0,51.4,1.2
17875,ford, Puma,2020,Manual,2075,Petrol,145.0,50.4,1.0
13388,vw, Arteon,2019,Manual,50,Diesel,145.0,52.3,2.0
12941,ford, Tourneo Custom,2018,Manual,30732,Diesel,145.0,32.5,2.0
17202,bmw, 6 Series,2008,Automatic,94000,Diesel,305.0,39.2,3.0
15999,bmw, M4,2016,Semi-Auto,27523,Petrol,300.0,34.0,3.0
13497,skoda, Scala,2020,Manual,100,Petrol,150.0,50.4,1.0
17744,merc, GLB Class,2020,Semi-Auto,50,Diesel,145.0,44.8,2.0
14164,bmw, Z4,2019,Semi-Auto,8626,Petrol,145.0,38.7,2.0
14022,merc, GL Class,2017,Automatic,25462,Diesel,145.0,56.5,2.1
15817,bmw, X6,2017,Semi-Auto,16867,Diesel,145.0,47.1,3.0
12479,hyundi, Santa Fe,2019,Automatic,100,Diesel,145.0,39.2,2.2
19566,ford, Galaxy,2016,Manual,10128,Diesel,125.0,56.5,2.0
15570,vauxhall, Combo Life,2019,Manual,4528,Petrol,145.0,42.2,1.2
13579,merc, X-CLASS,2019,Automatic,10000,Diesel,260.0,35.8,2.3
12943,hyundi, IX35,2011,Automatic,48528,Diesel,300.0,39.2,2.0
14823,ford, KA,2015,Manual,17328,Petrol,30.0,57.7,1.2
16499,bmw, M4,2020,Semi-Auto,7,Petrol,145.0,32.5,3.0
16148,bmw, X6,2019,Semi-Auto,11330,Diesel,145.0,33.2,3.0
12899,skoda, Scala,2019,Automatic,5697,Diesel,145.0,54.3,1.6
12288,merc, CLS Class,2018,Automatic,17663,Diesel,145.0,48.7,2.9
17446,merc, GL Class,2016,Automatic,17909,Petrol,145.0,50.4,1.6
12756,merc, S Class,2012,Automatic,72700,Diesel,235.0,41.5,3.0
17559,merc, GLS Class,2018,Semi-Auto,9182,Diesel,145.0,37.2,3.0
15251,hyundi, IX20,2017,Manual,13675,Diesel,145.0,64.2,1.6
13512,bmw, X4,2016,Automatic,28466,Diesel,200.0,47.9,3.0
18886,hyundi, IX20,2016,Manual,53220,Petrol,125.0,50.4,1.4
18515,vauxhall, Antara,2013,Manual,45000,Diesel,235.0,44.1,2.2
18635,merc, GL Class,2018,Manual,25458,Petrol,145.0,48.7,1.6
12148,hyundi, IX20,2017,Manual,37682,Diesel,30.0,64.2,1.6
13198,bmw, M4,2016,Semi-Auto,34209,Petrol,300.0,34.0,3.0
16445,toyota, GT86,2019,Manual,1557,Petrol,150.0,33.2,2.0
13894,vauxhall, Agila,2004,Manual,62000,Petrol,145.0,43.5,1.0
17347,audi, A8,2016,Semi-Auto,25691,Diesel,200.0,47.9,3.0
14898,audi, R8,2019,Semi-Auto,7800,Petrol,145.0,21.4,5.2
16911,audi, RS3,2018,Semi-Auto,5431,Petrol,145.0,34.0,2.5
19108,audi, A8,2013,Automatic,43903,Diesel,235.0,44.1,3.0
13635,hyundi, Santa Fe,2017,Semi-Auto,26551,Diesel,150.0,42.8,2.2
16770,bmw, Z4,2019,Semi-Auto,1501,Petrol,145.0,37.2,2.0
18249,merc, M Class,2015,Automatic,44529,Diesel,205.0,39.2,2.1
14112,merc, CLS Class,2015,Automatic,34063,Diesel,145.0,56.5,2.1
18245,ford, KA,2017,Manual,12950,Petrol,145.0,57.7,1.2
15119,toyota, Verso,2017,Automatic,31556,Petrol,160.0,43.5,1.8
16857,merc, CLS Class,2016,Semi-Auto,35825,Diesel,125.0,57.7,2.1
16590,vauxhall, Combo Life,2018,Manual,13720,Diesel,145.0,53.3,1.5
12908,ford, Galaxy,2018,Automatic,9041,Diesel,145.0,53.3,2.0
14610,audi, R8,2015,Automatic,23924,Petrol,570.0,22.8,4.2
15949,skoda, Scala,2019,Manual,849,Petrol,145.0,49.6,1.0
18028,merc, S Class,2018,Automatic,17587,Petrol,145.0,40.9,3.0
15828,audi, RS4,2019,Automatic,5121,Petrol,145.0,29.1,2.9
16988,bmw, 6 Series,2019,Semi-Auto,16935,Diesel,145.0,47.9,3.0
15267,hyundi, Santa Fe,2017,Manual,26711,Diesel,200.0,47.1,2.2
18353,skoda, Kamiq,2019,Manual,1500,Petrol,145.0,47.9,1.0
15181,merc, CLA Class,2017,Automatic,31949,Diesel,150.0,58.9,2.1
16492,merc, M Class,2014,Semi-Auto,43729,Diesel,300.0,39.2,3.0
14725,merc, M Class,2013,Semi-Auto,61363,Diesel,200.0,44.8,2.1
18593,skoda, Scala,2019,Semi-Auto,15,Diesel,145.0,54.3,1.6
19279,vauxhall, Combo Life,2019,Automatic,2592,Diesel,145.0,50.4,1.5
15136,hyundi, IX35,2014,Manual,21187,Petrol,200.0,41.5,1.6
13010,skoda, Rapid,2017,Manual,18024,Diesel,0.0,74.3,1.6
18612,vw, Scirocco,2015,Manual,54045,Diesel,30.0,53.3,2.0
16411,vw, Tiguan Allspace,2019,Manual,9000,Petrol,145.0,46.3,2.0
17651,toyota, Hilux,2017,Manual,85141,Diesel,260.0,40.4,2.4
16594,skoda, Kamiq,2019,Manual,1510,Petrol,145.0,47.1,1.0
19067,vw, Arteon,2017,Semi-Auto,23559,Petrol,145.0,47.1,2.0
12406,merc, M Class,2010,Automatic,92000,Diesel,555.0,32.5,3.0
12074,merc, GL Class,2017,Automatic,8442,Diesel,145.0,56.5,2.1
17848,hyundi, I800,2018,Automatic,31360,Diesel,145.0,28.0,2.5
17085,vw, Arteon,2019,Semi-Auto,5021,Diesel,145.0,44.1,2.0
16544,ford, Edge,2017,Semi-Auto,29000,Diesel,150.0,47.9,2.0
14839,ford, Grand C-MAX,2017,Manual,36730,Petrol,30.0,54.3,1.0
18071,hyundi, IX35,2014,Manual,42630,Diesel,145.0,53.3,1.7
17553,vw, Scirocco,2013,Manual,66000,Diesel,30.0,62.8,2.0
17466,merc, SLK,2006,Automatic,65000,Petrol,565.0,28.0,3.5
17062,bmw, X4,2017,Semi-Auto,25350,Diesel,200.0,47.9,3.0
12976,skoda, Kamiq,2019,Manual,4259,Petrol,145.0,47.9,1.0
17244,skoda, Scala,2020,Semi-Auto,3000,Petrol,150.0,44.8,1.5
15804,hyundi, IX20,2016,Manual,20760,Petrol,125.0,50.4,1.4
16219,ford, KA,2014,Manual,21303,Petrol,30.0,57.7,1.2
13667,merc, GL Class,2016,Manual,9780,Diesel,20.0,67.3,2.1
17537,audi, R8,2019,Automatic,1000,Petrol,145.0,32.8,5.2
17357,bmw, X7,2019,Semi-Auto,5665,Diesel,145.0,31.4,3.0
18418,skoda, Kamiq,2019,Semi-Auto,2442,Petrol,145.0,44.1,1.5
17802,vw, Caravelle,2020,Semi-Auto,5000,Diesel,145.0,34.0,2.0
16897,merc, V Class,2019,Semi-Auto,236,Diesel,145.0,36.2,2.0
14785,vw, Scirocco,2015,Manual,27148,Diesel,30.0,53.3,2.0
16275,vw, Shuttle,2019,Semi-Auto,14818,Diesel,145.0,32.8,2.0
18189,skoda, Kamiq,2019,Manual,2385,Petrol,145.0,47.9,1.0
14956,toyota, Avensis,2016,Automatic,17781,Petrol,165.0,47.1,1.8
13699,merc, CLA Class,2016,Manual,48292,Petrol,125.0,51.4,1.6
12787,ford, Edge,2018,Semi-Auto,25270,Diesel,150.0,47.9,2.0
18957,audi, RS5,2019,Automatic,7800,Petrol,145.0,29.7,2.9
15556,ford, KA,2019,Manual,2889,Petrol,145.0,43.5,1.2
12400,ford, Galaxy,2016,Manual,40080,Diesel,125.0,56.5,2.0
16304,toyota, GT86,2013,Manual,50584,Petrol,265.0,36.2,2.0
12975,vw, Scirocco,2017,Automatic,22989,Petrol,160.0,44.1,2.0
17608,hyundi, IX20,2017,Manual,15956,Petrol,145.0,50.4,1.4
15141,bmw, M3,2015,Automatic,42000,Petrol,300.0,34.0,3.0
13270,merc, CLS Class,2013,Semi-Auto,60090,Diesel,200.0,46.3,3.0
18012,ford, Fusion,2007,Manual,62233,Petrol,200.0,42.8,1.6
17906,vw, CC,2012,Manual,84303,Diesel,30.0,60.1,2.0
17307,toyota, Prius,2014,Automatic,51141,Hybrid,0.0,72.4,1.8
18054,vw, Caddy Maxi Life,2017,Semi-Auto,32110,Diesel,145.0,54.3,2.0
19256,vw, Caddy Maxi Life,2020,Semi-Auto,5000,Diesel,145.0,46.3,2.0
16971,audi, A7,2015,Automatic,17078,Diesel,160.0,52.3,3.0
18683,merc, GL Class,2016,Automatic,18091,Diesel,330.0,36.2,3.0
12079,skoda, Yeti,2014,Semi-Auto,28095,Diesel,205.0,44.8,2.0
14980,ford, Mustang,2018,Automatic,11475,Petrol,145.0,28.8,2.3
14935,merc, M Class,2007,Automatic,67000,Diesel,555.0,28.8,3.0
19526,vw, Caddy Maxi Life,2018,Automatic,40604,Diesel,145.0,56.5,2.0
15088,merc, V Class,2018,Manual,14453,Diesel,145.0,46.3,2.1
16657,vauxhall, Antara,2015,Manual,37617,Diesel,240.0,44.1,2.2
15351,hyundi, IX20,2017,Manual,4817,Petrol,125.0,50.4,1.4
16849,ford, KA,2014,Manual,61008,Petrol,30.0,57.7,1.2
16844,skoda, Scala,2019,Semi-Auto,2742,Petrol,145.0,45.6,1.5
12514,hyundi, IX35,2014,Manual,37095,Diesel,145.0,53.3,1.7
18785,hyundi, Santa Fe,2016,Automatic,23656,Diesel,235.0,42.8,2.2
15153,vauxhall, Antara,2012,Manual,35100,Diesel,230.0,44.1,2.2
16624,bmw, M3,2018,Manual,18311,Petrol,150.0,32.1,3.0
17829,vw, Shuttle,2014,Manual,37158,Diesel,260.0,40.4,2.0
13939,hyundi, Santa Fe,2013,Automatic,38602,Diesel,260.0,41.5,2.2
15018,merc, GL Class,2015,Automatic,49838,Diesel,125.0,55.4,2.1
18253,toyota, Land Cruiser,2019,Semi-Auto,11712,Diesel,145.0,30.1,2.8
14736,vw, Amarok,2018,Automatic,54000,Diesel,260.0,36.2,3.0
15294,vw, Tiguan Allspace,2019,Semi-Auto,8268,Petrol,145.0,35.8,1.5
18766,vauxhall, Combo Life,2019,Automatic,6991,Diesel,145.0,50.4,1.5
17851,vw, Arteon,2019,Automatic,10000,Diesel,145.0,50.4,2.0
15174,ford, KA,2013,Manual,33735,Petrol,30.0,57.7,1.2
12871,hyundi, I40,2016,Semi-Auto,27000,Diesel,125.0,56.5,1.7
12353,toyota, Prius,2016,Automatic,9320,Hybrid,0.0,94.1,1.8
15823,vauxhall, Combo Life,2020,Manual,346,Petrol,145.0,42.2,1.2
14334,vw, Jetta,2015,Manual,26403,Diesel,20.0,67.3,2.0
12886,audi, A8,2018,Automatic,20360,Diesel,145.0,50.4,3.0
13515,hyundi, I40,2015,Manual,101500,Diesel,20.0,67.3,1.7
18813,merc, S Class,1998,Automatic,43534,Petrol,265.0,23.3,6.0
12890,hyundi, Santa Fe,2015,Automatic,28700,Diesel,260.0,42.2,2.2
16000,bmw, X6,2015,Semi-Auto,51447,Diesel,205.0,47.1,3.0
17436,bmw, M4,2019,Automatic,99,Petrol,145.0,34.0,3.0
14487,bmw, 6 Series,2016,Semi-Auto,24600,Diesel,160.0,51.4,3.0
17918,vauxhall, Combo Life,2019,Manual,3823,Petrol,145.0,42.2,1.2
18134,skoda, Rapid,2018,Manual,15398,Petrol,150.0,62.8,1.0
18696,merc, S Class,2019,Semi-Auto,8333,Diesel,145.0,52.3,3.0
13099,ford, Galaxy,2017,Manual,29850,Diesel,125.0,56.5,2.0
14197,skoda, Yeti,2017,Semi-Auto,17257,Petrol,150.0,51.4,1.2
14675,bmw, 7 Series,2020,Semi-Auto,10300,Diesel,145.0,41.5,3.0
16359,bmw, M2,2016,Semi-Auto,14712,Petrol,260.0,35.8,3.0
12492,vauxhall, Agila,2008,Manual,63000,Petrol,145.0,51.4,1.2
12316,toyota, Prius,2016,Automatic,46994,Hybrid,0.0,85.6,1.8
16519,audi, A7,2014,Semi-Auto,44247,Diesel,235.0,44.8,3.0
12340,skoda, Rapid,2017,Semi-Auto,25274,Diesel,0.0,74.3,1.4
13555,hyundi, I40,2016,Manual,45142,Diesel,30.0,65.7,1.7
16059,vw, Tiguan Allspace,2019,Automatic,4181,Petrol,145.0,35.8,1.5
17323,skoda, Kamiq,2019,Manual,2883,Petrol,145.0,47.1,1.0
16366,bmw, X6,2016,Semi-Auto,27838,Diesel,200.0,47.1,3.0
16421,merc, S Class,2019,Automatic,21442,Petrol,145.0,32.1,4.0
19531,ford, Mustang,2017,Semi-Auto,8470,Petrol,570.0,23.5,5.0
19457,merc, GL Class,2016,Automatic,29834,Diesel,30.0,64.2,2.1
16177,bmw, M5,2019,Automatic,2684,Petrol,145.0,24.1,4.4
17635,hyundi, IX35,2014,Manual,31000,Diesel,160.0,51.4,2.0
15508,audi, RS3,2020,Automatic,415,Petrol,145.0,29.7,2.5
14145,hyundi, I40,2014,Manual,66600,Diesel,150.0,55.4,1.7
19270,hyundi, I40,2017,Manual,30043,Diesel,145.0,65.7,1.7
18841,audi, A8,2019,Automatic,8076,Petrol,145.0,28.8,3.0
12743,ford, Galaxy,2018,Manual,17003,Diesel,145.0,56.5,2.0
15048,skoda, Yeti,2016,Manual,45000,Petrol,125.0,51.4,1.2
13435,bmw, M3,2013,Automatic,58125,Petrol,570.0,25.2,4.0
16767,ford, Galaxy,2017,Manual,20488,Diesel,125.0,56.5,2.0
17117,skoda, Rapid,2014,Manual,59682,Diesel,20.0,72.4,1.6
14337,ford, Galaxy,2017,Semi-Auto,32582,Diesel,145.0,52.3,2.0
18967,hyundi, Santa Fe,2020,Semi-Auto,10,Diesel,145.0,39.2,2.2
19495,ford, Galaxy,2017,Semi-Auto,28613,Diesel,145.0,52.3,2.0
14408,audi, A7,2015,Semi-Auto,34995,Diesel,165.0,52.3,3.0
14325,audi, RS6,2016,Automatic,27000,Petrol,325.0,29.4,4.0
13912,audi, A7,2014,Automatic,55774,Diesel,235.0,44.8,3.0
15262,ford, Galaxy,2017,Manual,11111,Diesel,125.0,56.5,2.0
15737,toyota, Camry,2019,Automatic,4998,Hybrid,140.0,52.3,2.5
15023,vw, Arteon,2019,Automatic,3852,Diesel,145.0,50.4,2.0
17631,ford, Grand C-MAX,2016,Automatic,8000,Diesel,30.0,58.9,1.5
18987,bmw, i8,2017,Automatic,17580,Hybrid,0.0,134.5,1.5
15384,vw, Tiguan Allspace,2019,Semi-Auto,5000,Diesel,145.0,38.7,2.0
12363,merc, CLS Class,2017,Semi-Auto,21218,Diesel,150.0,56.5,2.1
15058,merc, S Class,2017,Automatic,35980,Diesel,160.0,52.3,3.0
17020,ford, Fusion,2010,Automatic,26588,Petrol,260.0,37.7,1.6
12770,toyota, Prius,2019,Automatic,6451,Other,135.0,61.4,1.8
18615,vauxhall, Vivaro,2015,Manual,59204,Diesel,235.0,42.8,1.6
16617,hyundi, Santa Fe,2019,Automatic,2130,Diesel,145.0,42.8,2.2
19052,merc, S Class,2016,Semi-Auto,46000,Diesel,160.0,50.4,3.0
14149,skoda, Kamiq,2019,Manual,2500,Petrol,145.0,47.1,1.0
14680,merc, V Class,2018,Automatic,8900,Diesel,145.0,45.6,2.1
12209,skoda, Kamiq,2019,Manual,2300,Petrol,145.0,47.9,1.0
12147,audi, RS3,2016,Automatic,36123,Petrol,305.0,34.9,2.5
15859,bmw, i8,2019,Automatic,1110,Hybrid,135.0,141.2,1.5
14235,toyota, Prius,2017,Automatic,15000,Hybrid,0.0,94.1,1.8
17699,vw, Arteon,2019,Semi-Auto,10951,Petrol,150.0,32.8,2.0
15237,vw, Arteon,2020,Semi-Auto,4000,Diesel,145.0,50.4,2.0
13102,merc, SLK,2016,Automatic,41509,Diesel,30.0,70.6,2.1
18258,vw, CC,2014,Semi-Auto,46961,Diesel,145.0,53.3,2.0
18584,vauxhall, Combo Life,2019,Manual,2500,Petrol,145.0,42.2,1.2
17946,ford, Puma,2019,Manual,4741,Petrol,145.0,50.4,1.0
19212,skoda, Rapid,2017,Manual,42536,Petrol,145.0,61.4,1.0
12190,skoda, Rapid,2019,Manual,14837,Petrol,145.0,58.9,1.0
15530,vw, Arteon,2019,Semi-Auto,1522,Petrol,145.0,47.1,2.0
13348,skoda, Kamiq,2020,Semi-Auto,1000,Diesel,145.0,52.3,1.6
13344,merc, CLS Class,2015,Semi-Auto,39858,Diesel,125.0,56.5,2.1
16119,bmw, X6,2019,Semi-Auto,3455,Diesel,145.0,34.9,3.0
16340,vauxhall, Combo Life,2019,Manual,3294,Diesel,145.0,53.3,1.5
16317,ford, Grand Tourneo Connect,2019,Manual,1144,Diesel,145.0,61.4,1.5
13808,vw, Arteon,2019,Automatic,4250,Diesel,145.0,50.4,2.0
18520,skoda, Scala,2019,Manual,7550,Petrol,145.0,49.6,1.0
14615,hyundi, IX20,2016,Automatic,22978,Petrol,160.0,43.5,1.6
13434,bmw, X6,2019,Automatic,8480,Diesel,150.0,34.9,3.0
16191,merc, CLA Class,2015,Manual,120000,Diesel,20.0,65.7,2.1
13440,skoda, Yeti,2014,Semi-Auto,57737,Petrol,165.0,44.8,1.2
16417,skoda, Rapid,2018,Manual,18428,Petrol,145.0,61.4,1.0
18030,toyota, Supra,2019,Semi-Auto,250,Petrol,145.0,34.5,3.0
17566,toyota, GT86,2016,Manual,24089,Petrol,265.0,36.2,2.0
15291,ford, KA,2011,Manual,30475,Petrol,30.0,57.7,1.2
12023,skoda, Rapid,2017,Manual,8706,Petrol,150.0,61.4,1.0
19192,vw, Scirocco,2016,Manual,32608,Petrol,125.0,37.2,1.4
17603,vw, Caravelle,2015,Automatic,60718,Diesel,325.0,36.7,2.0
15424,bmw, 6 Series,2016,Automatic,43525,Diesel,160.0,51.4,3.0
19547,merc, SLK,2013,Automatic,73000,Diesel,150.0,56.5,2.1
16223,toyota, IQ,2011,Automatic,29000,Petrol,20.0,58.9,1.0
14616,audi, R8,2019,Automatic,8175,Petrol,145.0,21.6,5.2
14888,hyundi, Santa Fe,2019,Semi-Auto,1785,Diesel,145.0,39.2,2.2
16996,ford, KA,2012,Manual,45500,Petrol,30.0,57.7,1.2
16074,vw, Scirocco,2017,Semi-Auto,25514,Diesel,150.0,57.6,2.0
15010,toyota, GT86,2020,Semi-Auto,1500,Petrol,145.0,32.8,2.0
12729,vauxhall, GTC,2016,Manual,15000,Petrol,165.0,44.8,1.6
18598,merc, CLA Class,2017,Automatic,39950,Diesel,20.0,67.3,2.1
13385,vauxhall, GTC,2015,Manual,32910,Petrol,260.0,36.2,2.0
15784,bmw, Z4,2019,Automatic,11223,Petrol,145.0,37.2,2.0
12676,bmw, X6,2016,Semi-Auto,31585,Diesel,200.0,47.1,3.0
14992,merc, V Class,2019,Automatic,19735,Diesel,145.0,48.7,2.1
12534,toyota, Prius,2016,Automatic,40794,Hybrid,0.0,85.6,1.8
15854,toyota, Prius,2017,Automatic,13476,Hybrid,140.0,235.0,1.8
14016,vauxhall, Zafira Tourer,2017,Automatic,21227,Petrol,200.0,40.9,1.4
17672,hyundi, IX20,2017,Automatic,31406,Petrol,145.0,43.5,1.6
17262,ford, Edge,2017,Automatic,23400,Diesel,150.0,47.9,2.0
18360,vw, CC,2015,Semi-Auto,36040,Petrol,125.0,50.4,1.4
16321,skoda, Rapid,2017,Manual,36562,Diesel,150.0,74.3,1.4
16257,skoda, Kamiq,2019,Semi-Auto,50,Petrol,145.0,44.1,1.5
19057,vw, Caddy Maxi Life,2019,Automatic,100,Diesel,145.0,46.3,2.0
12595,merc, S Class,2018,Semi-Auto,6623,Petrol,150.0,34.0,4.0
17141,ford, Puma,2020,Manual,2459,Petrol,150.0,50.4,1.0
17723,bmw, M4,2019,Semi-Auto,1072,Petrol,145.0,34.0,3.0
