Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
689,1-STORY 1946+,RL,60.0,8089,Pave,,0,HLS,3,Inside,0,StoneBr,Norm,Norm,1Fam,1Story,8,6,2007,2007,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,4,3,PConc,4,3,2,6,945,1,0,474,1419,GasA,5,1,5,1419,0,0,1419,1,0,2,0,2,1,4,7,0,1,4,Attchd,2007.0,2,2,567,3,3,2,140,0,0,0,0,0,0,0,,0,Oct,2007,New,Partial,392000
690,1-STORY PUD 1946+,RL,61.0,7577,Pave,,1,Lvl,3,Corner,0,NridgHt,Norm,Norm,TwnhsE,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,256.0,4,3,PConc,4,3,2,5,20,1,0,1342,1362,GasA,5,1,5,1362,0,0,1362,0,0,2,0,2,1,4,6,0,1,4,Attchd,2005.0,2,2,460,3,3,2,192,28,0,0,0,0,0,0,,0,June,2007,WD,Normal,194700
691,1-STORY PUD 1946+,RM,,4426,Pave,,0,Lvl,3,Inside,0,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,147.0,4,3,PConc,4,3,3,6,697,1,0,151,848,GasA,5,1,5,848,0,0,848,1,0,1,0,1,1,4,3,0,1,3,Attchd,2004.0,2,2,420,3,3,2,149,0,0,0,0,0,0,0,,0,May,2008,WD,Normal,141000
693,2-STORY 1946+,RL,42.0,26178,Pave,,1,Lvl,3,Inside,1,Timber,Norm,Norm,1Fam,2Story,7,5,1989,1990,Hip,CompShg,MetalSd,MetalSd,BrkFace,293.0,4,3,PConc,4,3,3,6,965,1,0,245,1210,GasA,5,1,5,1238,1281,0,2519,1,0,2,1,4,1,4,9,0,2,4,Attchd,1989.0,2,2,628,3,3,2,320,27,0,0,0,0,0,0,,0,Apr,2006,WD,Normal,335000
694,1-STORY 1945-,RL,60.0,5400,Pave,,0,Lvl,3,Corner,2,OldTown,Norm,Norm,1Fam,1Story,5,6,1921,1968,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,0,1,0,1,0,1073,1073,GasA,5,1,5,1073,0,0,1073,0,0,1,0,2,1,3,4,0,0,0,Detchd,1968.0,1,1,326,3,3,2,0,0,112,0,0,0,0,0,,0,Dec,2006,WD,Abnorml,108480
695,1-1/2 STORY FIN,RM,51.0,6120,Pave,,0,Lvl,3,Corner,0,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,1936,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,2,BrkTil,3,3,0,1,0,1,0,927,927,GasA,3,1,5,1067,472,0,1539,0,0,1,1,3,1,3,5,0,0,0,Detchd,1995.0,1,2,576,3,3,2,112,0,0,0,0,0,0,3,,0,Apr,2009,WD,Normal,141500
696,1-STORY 1946+,RL,54.0,13811,Pave,,1,Lvl,3,Inside,0,Timber,Norm,Norm,1Fam,1Story,6,6,1987,1987,Gable,CompShg,HdBoard,HdBoard,BrkFace,72.0,3,3,CBlock,4,4,0,6,980,3,40,92,1112,GasA,4,1,5,1137,0,0,1137,1,0,2,0,2,1,4,5,0,1,3,Attchd,1987.0,1,2,551,3,3,2,125,0,0,0,0,0,0,0,,0,July,2006,WD,Normal,176000
697,1-STORY 1945-,RM,50.0,6000,Pave,,0,Lvl,3,Inside,0,BrkSide,Norm,Norm,1Fam,1Story,5,7,1921,1950,Gable,CompShg,Wd Sdng,WdShing,None,0.0,3,3,CBlock,3,3,0,2,616,1,0,0,616,GasA,4,1,5,616,0,0,616,0,0,1,0,2,1,3,4,0,0,0,Detchd,1921.0,1,1,205,3,3,2,0,0,129,0,0,0,0,0,,0,June,2006,WD,Normal,89000
698,1-STORY 1946+,RL,57.0,6420,Pave,,1,Lvl,3,Inside,0,Edwards,Norm,Norm,1Fam,1Story,5,7,1952,1952,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,5,4,1,2,210,5,551,219,980,GasA,2,1,4,1148,0,0,1148,0,1,1,0,2,1,3,6,0,0,0,Detchd,1952.0,1,1,308,3,3,2,0,0,0,0,0,0,0,0,,0,Sept,2006,WD,Normal,123500
699,1-STORY 1946+,RL,65.0,8450,Pave,,0,Lvl,3,Inside,0,Sawyer,RRAe,Norm,1Fam,1Story,5,8,1965,2009,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,0,6,553,4,117,224,894,GasA,5,1,5,894,0,0,894,1,0,1,0,3,1,3,5,0,1,4,Detchd,1973.0,1,1,336,3,3,2,416,144,0,0,0,0,0,3,,0,Apr,2010,WD,Normal,138500
700,1-STORY PUD 1946+,FV,59.0,4282,Pave,Pave,2,Lvl,3,Inside,0,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,3,PConc,4,3,1,6,16,1,0,1375,1391,GasA,5,1,5,1391,0,0,1391,0,0,2,0,2,1,4,5,0,0,0,Attchd,2004.0,2,2,530,3,3,2,156,158,0,0,0,0,0,0,,0,July,2008,WD,Normal,196000
701,1-STORY 1946+,RL,85.0,14331,Pave,,0,Lvl,3,Inside,0,Timber,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,630.0,4,3,PConc,5,3,3,6,1274,1,0,526,1800,GasA,5,1,5,1800,0,0,1800,1,0,2,0,3,1,4,7,0,1,4,Attchd,2002.0,3,3,765,3,3,2,270,78,0,0,0,0,0,0,,0,May,2006,WD,Normal,312500
702,1-STORY 1946+,RL,80.0,9600,Pave,,0,Lvl,3,Inside,0,NWAmes,Norm,Norm,1Fam,1Story,7,5,1969,1969,Hip,CompShg,HdBoard,HdBoard,BrkFace,168.0,3,3,CBlock,3,3,0,1,0,1,0,1164,1164,GasA,3,1,5,1164,0,0,1164,0,0,1,1,3,1,3,6,0,0,0,Attchd,1969.0,1,2,528,3,3,2,0,0,0,0,0,0,0,0,,0,July,2006,COD,Normal,140000
703,2-STORY 1946+,RL,82.0,12438,Pave,,1,Lvl,3,Inside,0,StoneBr,Norm,Norm,1Fam,2Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,466.0,5,3,PConc,5,4,0,1,0,1,0,1234,1234,GasA,5,1,5,1264,1312,0,2576,0,0,2,1,4,1,5,10,0,1,4,BuiltIn,2006.0,3,3,666,3,3,2,324,100,0,0,0,0,0,0,,0,July,2006,New,Partial,361919
704,2 FAMILY CONVERSION,RM,76.0,7630,Pave,,0,Lvl,3,Inside,0,OldTown,Feedr,Norm,2fmCon,2Story,5,9,1900,1996,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,BrkTil,4,3,0,1,0,1,0,360,360,GasA,4,1,5,1032,780,0,1812,0,0,2,0,4,2,4,8,0,1,1,Detchd,1999.0,1,2,672,3,3,0,344,0,40,0,0,0,0,3,,0,May,2010,WD,Normal,140000
705,1-STORY 1946+,RL,70.0,8400,Pave,,0,Lvl,3,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,109.0,4,3,PConc,4,3,2,6,712,1,0,761,1473,GasA,5,1,5,1484,0,0,1484,1,0,2,0,3,1,4,7,0,0,0,Attchd,2004.0,2,2,606,3,3,2,0,35,0,144,0,0,0,0,,0,May,2010,WD,Normal,213000
706,2 FAMILY CONVERSION,RM,70.0,5600,Pave,,0,Lvl,3,Inside,0,IDOTRR,Norm,Norm,2fmCon,2Story,4,5,1930,1950,Hip,CompShg,VinylSd,WdShing,None,0.0,2,2,Slab,0,0,0,0,0,0,0,0,0,GasA,2,0,5,372,720,0,1092,0,0,2,0,3,2,2,7,3,0,0,,1930.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Othr,3500,July,2010,WD,Normal,55000
707,1-STORY 1946+,RL,,115149,Pave,,2,Low,3,CulDSac,2,ClearCr,Norm,Norm,1Fam,1Story,7,5,1971,2002,Gable,CompShg,Plywood,Plywood,Stone,351.0,3,3,CBlock,4,3,3,6,1219,1,0,424,1643,GasA,3,1,5,1824,0,0,1824,1,0,2,0,2,1,4,5,0,2,3,Attchd,1971.0,1,2,739,3,3,2,380,48,0,0,0,0,0,0,,0,June,2007,WD,Normal,302000
708,1-STORY PUD 1946+,RL,48.0,6240,Pave,,0,Lvl,3,Inside,0,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Hip,CompShg,MetalSd,MetalSd,BrkFace,176.0,4,3,PConc,4,3,0,6,863,1,0,461,1324,GasA,5,1,5,1324,0,0,1324,1,0,2,0,2,1,4,6,0,1,4,Attchd,2006.0,3,2,550,3,3,2,192,38,0,0,0,0,0,0,,0,Dec,2009,WD,Normal,254000
709,2-STORY 1946+,RL,65.0,9018,Pave,,1,Lvl,3,Inside,0,Gilbert,Norm,Norm,1Fam,2Story,7,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,2,1,0,1,0,728,728,GasA,5,1,5,728,728,0,1456,0,0,2,1,3,1,4,8,0,1,4,Attchd,2007.0,3,2,400,3,3,2,100,24,0,0,0,0,0,0,,0,July,2007,New,Partial,179540
710,1-STORY 1946+,RL,,7162,Pave,,1,Lvl,3,Inside,0,Sawyer,Norm,Norm,1Fam,1Story,5,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkCmn,41.0,3,3,PConc,3,3,0,1,0,1,0,876,876,GasA,3,1,5,904,0,0,904,0,0,1,0,3,1,3,6,0,0,0,Attchd,1966.0,1,1,408,3,3,2,0,0,0,0,0,0,0,3,,0,Dec,2008,WD,Abnorml,109900
711,1-STORY 1945-,RL,56.0,4130,Pave,,1,Lvl,3,Inside,0,BrkSide,Norm,Norm,1Fam,1Story,3,6,1935,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,CBlock,3,3,0,1,0,1,0,270,270,GasA,4,1,5,729,0,0,729,0,0,1,0,2,1,3,5,4,0,0,,1935.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,July,2008,WD,Normal,52000
712,1-1/2 STORY FIN,C,66.0,8712,Pave,Pave,0,HLS,3,Inside,1,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,7,1900,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,Stone,3,3,1,1,0,1,0,859,859,GasA,4,1,5,859,319,0,1178,0,0,1,0,2,1,3,7,0,0,0,Detchd,1964.0,2,1,384,3,3,0,68,0,98,0,0,0,0,0,,0,Jan,2010,WD,Abnorml,102776
713,1-STORY PUD 1946+,RL,40.0,4671,Pave,,1,HLS,3,Inside,0,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1988,1989,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,4,3,1,6,767,1,0,461,1228,GasA,4,1,5,1228,0,0,1228,1,0,2,0,2,1,4,5,0,1,4,Attchd,1988.0,3,2,472,3,3,2,168,120,0,0,0,0,0,0,,0,Oct,2008,WD,Normal,189000
714,2 FAMILY CONVERSION,RL,60.0,9873,Pave,,0,Lvl,3,Inside,0,BrkSide,RRAn,Norm,2fmCon,1Story,4,5,1970,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,160.0,3,3,CBlock,3,3,2,5,789,1,0,171,960,GasW,3,0,5,960,0,0,960,1,0,1,0,3,1,3,6,0,0,0,Detchd,1970.0,1,2,576,3,3,2,0,288,0,0,0,0,0,0,,0,May,2006,WD,Normal,129000
715,2-STORY 1946+,RL,,13517,Pave,,1,Lvl,3,CulDSac,0,Sawyer,RRAe,Norm,1Fam,2Story,6,8,1976,2005,Gable,CompShg,HdBoard,Plywood,BrkFace,289.0,4,3,CBlock,3,3,0,6,533,1,0,192,725,GasA,5,1,5,725,754,0,1479,0,0,2,1,3,1,4,6,0,0,0,Attchd,1976.0,2,2,475,3,3,2,0,44,0,0,0,0,0,0,,0,Mar,2010,WD,Normal,130500
716,1-STORY 1946+,RL,78.0,10140,Pave,,0,Lvl,3,Inside,0,NWAmes,Norm,Norm,1Fam,1Story,6,5,1974,1974,Hip,CompShg,HdBoard,HdBoard,BrkFace,174.0,3,3,CBlock,4,3,0,1,0,1,0,1064,1064,GasA,3,1,5,1350,0,0,1350,0,0,2,0,3,1,3,7,0,1,3,Attchd,1974.0,2,2,478,3,3,2,0,0,0,0,0,0,0,3,,0,Aug,2009,WD,Normal,165000
717,2-STORY 1945-,RM,60.0,10800,Pave,Grvl,0,Bnk,3,Inside,0,OldTown,Norm,Norm,1Fam,2Story,7,8,1890,1998,Gable,CompShg,Wd Sdng,VinylSd,None,0.0,3,4,BrkTil,3,3,0,1,0,1,0,718,718,GasA,5,1,5,1576,978,0,2554,0,0,1,1,3,1,3,8,0,0,0,Detchd,1996.0,1,2,704,3,3,1,0,48,143,0,0,0,0,0,,0,July,2007,WD,Normal,159500
718,1-STORY 1946+,RL,80.0,10000,Pave,,0,Lvl,3,Inside,0,NWAmes,Norm,Norm,1Fam,1Story,5,6,1973,2000,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,4,3,0,4,1084,1,0,92,1176,GasA,4,1,5,1178,0,0,1178,0,1,1,1,3,1,4,5,0,1,2,Attchd,1973.0,1,2,439,3,3,2,224,0,0,0,0,0,0,3,,0,Nov,2008,WD,Normal,157000
719,2-STORY 1946+,RL,96.0,10542,Pave,,0,Lvl,3,Inside,0,NoRidge,Norm,Norm,1Fam,2Story,7,5,1993,1994,Hip,CompShg,Wd Sdng,ImStucc,BrkFace,651.0,4,3,PConc,4,3,3,6,1173,1,0,138,1311,GasA,5,1,5,1325,1093,0,2418,1,0,2,1,3,1,4,9,0,1,3,Attchd,1993.0,2,3,983,3,3,2,250,154,216,0,0,0,0,0,,0,Aug,2008,WD,Normal,341000
720,1-STORY 1946+,RL,69.0,9920,Pave,,1,Lvl,3,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,5,6,1969,1969,Gable,CompShg,HdBoard,Plywood,None,0.0,3,3,CBlock,4,3,3,5,523,1,0,448,971,GasA,3,1,5,971,0,0,971,0,0,1,1,3,1,3,5,0,1,1,Attchd,1969.0,1,1,300,3,3,2,0,0,0,0,0,0,0,0,,0,May,2006,WD,Normal,128500
721,1-STORY PUD 1946+,RL,,6563,Pave,,1,Low,3,CulDSac,1,StoneBr,Norm,Norm,1Fam,1Story,8,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,4,3,3,6,1148,1,0,594,1742,GasA,3,1,5,1742,0,0,1742,1,0,2,0,2,1,4,5,0,1,3,Attchd,1985.0,2,2,564,3,3,2,114,28,234,0,0,0,0,0,,0,Dec,2006,WD,Normal,275000
722,1-STORY PUD 1946+,RM,,4426,Pave,,0,Lvl,3,Inside,0,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,4,3,PConc,4,3,2,6,662,1,0,186,848,GasA,5,1,5,848,0,0,848,1,0,1,0,1,1,4,3,0,0,0,Attchd,2004.0,2,2,420,3,3,2,160,0,0,0,0,0,0,0,,0,May,2010,WD,Normal,143000
723,1-STORY 1946+,RL,70.0,8120,Pave,,0,Lvl,3,Inside,0,NAmes,Norm,Norm,1Fam,1Story,4,7,1970,1970,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,0,5,191,1,0,673,864,GasA,5,1,5,864,0,0,864,0,0,1,0,3,1,3,5,0,0,0,Detchd,1994.0,1,2,463,3,3,2,0,0,0,0,0,0,0,0,,0,July,2009,WD,Normal,124500
724,1-1/2 STORY FIN,RL,60.0,8172,Pave,,0,Lvl,3,Inside,0,Edwards,Norm,Norm,1Fam,1.5Fin,4,6,1954,1972,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,3,3,0,1,0,1,0,941,941,GasA,5,1,5,997,473,0,1470,0,0,2,0,4,1,3,7,0,0,0,Detchd,1958.0,1,1,548,3,3,2,0,0,0,0,156,0,0,0,,0,May,2008,WD,Normal,135000
725,1-STORY 1946+,RL,86.0,13286,Pave,,1,Lvl,3,Inside,0,Edwards,Norm,Norm,1Fam,1Story,9,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,Stone,340.0,5,3,PConc,5,3,0,6,1234,1,0,464,1698,GasA,5,1,5,1698,0,0,1698,1,0,2,0,3,1,5,8,0,1,4,Attchd,2007.0,3,3,768,3,3,2,327,64,0,0,0,0,0,0,,0,Feb,2009,WD,Normal,320000
726,1-STORY 1946+,RL,60.0,6960,Pave,,0,Lvl,3,Inside,0,NAmes,Norm,Norm,1Fam,1Story,4,6,1970,1970,Gable,CompShg,HdBoard,Plywood,None,0.0,3,3,CBlock,3,3,0,5,375,4,239,250,864,GasA,3,1,5,864,0,0,864,0,0,1,0,3,1,4,5,0,0,0,Detchd,1989.0,1,2,660,3,3,2,96,0,0,0,0,0,0,0,Shed,500,Nov,2009,WD,Normal,120500
727,1-STORY 1946+,RL,,21695,Pave,,1,Lvl,3,Corner,0,Crawfor,Norm,Norm,1Fam,1Story,6,9,1988,2007,Hip,CompShg,Wd Sdng,Plywood,BrkFace,260.0,4,4,CBlock,4,3,0,6,808,1,0,72,880,GasA,5,1,5,1680,0,0,1680,1,0,2,0,3,1,4,5,0,1,4,Attchd,1988.0,3,2,540,3,3,2,292,44,0,182,0,0,0,0,,0,Dec,2009,WD,Normal,222000
728,1-STORY 1946+,RL,64.0,7314,Pave,,0,Lvl,3,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,82.0,4,3,PConc,4,3,2,6,724,1,0,508,1232,GasA,5,1,5,1232,0,0,1232,1,0,2,0,2,1,4,6,0,0,0,Attchd,2007.0,2,2,632,3,3,2,132,0,0,0,0,0,0,0,,0,Feb,2009,WD,Normal,194500
729,DUPLEX,RL,85.0,11475,Pave,,0,Lvl,3,Corner,0,NAmes,Norm,Norm,Duplex,1Story,5,5,1958,1958,Gable,CompShg,VinylSd,VinylSd,BrkFace,95.0,3,3,CBlock,3,3,0,1,0,1,0,1584,1584,GasA,3,1,5,1776,0,0,1776,1,0,2,0,4,2,3,9,0,0,0,Detchd,1968.0,1,3,888,3,3,2,0,25,0,0,0,0,0,0,,0,July,2009,COD,Abnorml,110000
730,1-STORY 1945-,RM,52.0,6240,Pave,Grvl,0,Lvl,3,Inside,0,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,0,4,152,1,0,628,780,GasA,3,1,4,848,0,360,1208,0,0,1,0,2,1,3,5,0,0,0,Detchd,1962.0,1,2,539,3,3,2,0,23,112,0,0,0,0,0,,0,Jan,2009,WD,Normal,103000
731,1-STORY PUD 1946+,RL,39.0,5389,Pave,,1,Lvl,3,Inside,0,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,PConc,4,3,0,6,1180,1,0,415,1595,GasA,5,1,5,1616,0,0,1616,1,0,2,0,2,1,4,5,0,1,3,Attchd,1995.0,2,2,608,3,3,2,237,152,0,0,0,0,0,0,,0,Mar,2010,WD,Normal,236500
732,SPLIT OR MULTI-LEVEL,RL,73.0,9590,Pave,,1,Lvl,3,Corner,0,Timber,Norm,Norm,1Fam,SLvl,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,442.0,4,3,PConc,5,3,2,6,786,1,0,82,868,GasA,5,1,5,1146,0,0,1146,1,0,2,0,3,1,4,6,0,1,4,Attchd,2003.0,3,2,438,3,3,2,160,22,0,0,0,0,0,0,,0,May,2007,WD,Normal,187500
733,2-STORY 1946+,RL,75.0,11404,Pave,,1,Lvl,3,Inside,0,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,202.0,4,3,PConc,4,3,2,5,252,1,0,901,1153,GasA,5,1,5,1153,878,0,2031,0,0,2,1,3,1,4,8,0,1,3,Attchd,1998.0,3,2,541,3,3,2,192,84,0,0,0,0,0,0,,0,July,2008,WD,Normal,222500
734,1-STORY 1946+,RL,80.0,10000,Pave,,0,Lvl,3,Corner,0,Sawyer,Feedr,Norm,1Fam,1Story,5,6,1961,1983,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,0,4,594,1,0,270,864,GasA,5,1,5,1144,0,0,1144,1,0,1,0,3,1,3,6,0,1,3,Attchd,1961.0,2,1,264,3,3,2,165,0,0,0,0,0,0,2,Shed,400,Mar,2009,WD,Normal,131400
735,1-STORY 1946+,RL,,8978,Pave,,1,Lvl,3,Corner,0,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,PConc,3,3,0,1,0,1,0,948,948,GasA,3,1,5,948,0,0,948,0,0,1,0,3,1,3,6,0,0,0,Attchd,1968.0,1,1,300,3,3,2,147,0,0,0,0,0,0,0,,0,May,2007,WD,Family,108000
736,2-1/2 STORY,RM,60.0,10800,Pave,,0,Lvl,3,Inside,0,OldTown,Norm,Norm,1Fam,2.5Unf,7,7,1914,1970,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,4,3,1,3,390,1,0,490,880,GasW,2,0,5,880,888,0,1768,0,0,1,1,2,1,3,6,0,2,3,Detchd,1914.0,1,2,320,3,3,0,0,341,0,0,0,0,0,0,,0,Oct,2006,WD,Normal,163000
737,DUPLEX,RL,60.0,8544,Pave,,0,Lvl,3,Inside,0,NAmes,Norm,Norm,Duplex,1Story,3,4,1950,1950,Gable,CompShg,Stucco,Stone,None,0.0,3,3,CBlock,0,0,0,0,0,0,0,0,0,GasA,4,0,3,1040,0,0,1040,0,0,2,0,2,2,3,6,0,0,0,Detchd,1949.0,1,2,400,3,3,2,0,0,0,0,0,0,0,0,,0,July,2006,WD,Normal,93500
738,2-STORY 1946+,RL,72.0,10463,Pave,,1,HLS,3,CulDSac,0,Gilbert,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0,1,0,1,0,893,893,GasA,5,1,5,901,900,0,1801,0,0,2,1,3,1,4,8,0,1,4,Attchd,2005.0,3,3,800,3,3,2,0,116,0,0,0,0,0,0,,0,June,2006,WD,Normal,239900
739,DUPLEX,RL,60.0,10800,Pave,,0,Lvl,3,Inside,0,Edwards,Norm,Norm,Duplex,1Story,5,5,1987,1988,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,4,4,3,6,1200,1,0,0,1200,GasA,3,1,5,1200,0,0,1200,3,0,3,0,3,1,3,5,0,0,0,,1987.0,0,0,0,0,0,2,120,0,0,0,0,0,0,0,,0,Mar,2009,WD,Alloca,179000
740,2-STORY 1946+,RL,65.0,9313,Pave,,1,Lvl,3,Inside,0,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0,1,0,1,0,864,864,GasA,5,1,5,864,864,0,1728,0,0,2,1,3,1,4,7,0,0,0,Attchd,2004.0,2,2,572,3,3,2,187,56,0,0,0,0,0,0,,0,Apr,2009,WD,Normal,190000
741,2-STORY 1945-,RM,60.0,9600,Pave,Grvl,0,Lvl,3,Inside,0,OldTown,Norm,Norm,1Fam,2Story,5,7,1910,2002,Gable,CompShg,Wd Sdng,WdShing,None,0.0,3,4,BrkTil,2,2,0,1,0,1,0,264,264,GasA,5,1,5,768,664,0,1432,0,0,2,0,2,1,3,7,0,0,0,Detchd,1910.0,1,2,360,3,4,2,270,0,112,0,0,0,0,4,,0,May,2007,WD,Abnorml,132000
742,1-STORY 1946+,RL,65.0,6768,Pave,,1,Lvl,3,Inside,0,Sawyer,Feedr,Norm,1Fam,1Story,6,8,1961,1996,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,4,CBlock,3,3,1,6,832,1,0,80,912,GasA,4,1,5,912,0,0,912,1,1,1,0,3,1,4,5,0,0,0,Detchd,1962.0,1,1,288,3,3,2,168,0,0,0,0,0,0,4,,0,May,2008,WD,Normal,142000
743,1-STORY 1946+,RL,65.0,8450,Pave,,0,Lvl,3,Inside,0,SawyerW,Norm,Norm,1Fam,1Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,108.0,3,3,PConc,4,3,0,1,0,1,0,1349,1349,GasA,5,1,5,1349,0,0,1349,0,0,2,0,3,1,3,6,0,0,0,Attchd,2000.0,1,2,539,3,3,2,120,55,0,0,0,0,0,4,,0,Dec,2007,WD,Normal,179000
744,SPLIT OR MULTI-LEVEL,RL,70.0,12886,Pave,,1,Lvl,3,Inside,0,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1963,1999,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,4,3,2,5,444,1,0,76,520,GasA,5,1,5,1464,0,0,1464,0,1,2,0,3,1,3,6,2,1,3,Attchd,1997.0,2,2,480,3,3,2,302,0,0,0,100,0,0,0,,0,Oct,2009,WD,Normal,175000
745,1-STORY PUD 1946+,RL,41.0,5395,Pave,,1,HLS,3,Inside,0,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,4,3,0,6,733,1,0,604,1337,GasA,4,1,5,1337,0,0,1337,1,0,2,0,2,1,4,5,0,1,3,Attchd,1993.0,2,2,462,3,3,2,96,0,70,168,0,0,0,0,,0,Oct,2008,WD,Normal,180000
746,2-STORY 1946+,RL,,8963,Pave,,1,Lvl,3,Inside,0,NWAmes,Norm,Norm,1Fam,2Story,8,9,1976,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,289.0,5,4,CBlock,3,4,0,6,575,5,80,487,1142,GasA,5,1,5,1175,1540,0,2715,0,1,3,1,4,1,4,11,0,2,3,BuiltIn,1994.0,3,2,831,3,3,2,0,204,0,0,0,0,0,0,,0,July,2008,WD,Normal,299800
747,2-STORY 1946+,RL,,8795,Pave,,1,Lvl,3,Inside,0,Gilbert,Norm,Norm,1Fam,2Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0,6,300,1,0,652,952,GasA,5,1,5,980,1276,0,2256,0,0,2,1,4,1,4,8,0,1,3,BuiltIn,2000.0,3,2,554,3,3,2,224,54,0,0,0,0,0,0,,0,Apr,2009,WD,Normal,236000
