Rating,Date,Description,Hotel_name,City,Country
8,09-09-2018,Facility was in great location. Hotel room was comfortable but a bit noisy. We were in room under restaurant. We could hear a lot of footsteps and carts moving around until very late.,Fairmont Monte Carlo,Monaco,France
10,08-09-2018,"El personal del hotel fue muy amable, el hotel cuenta con varios restaurantes muy bonitos. Un hotel para regresar en las próximas vacaciones",Fairmont Monte Carlo,Monaco,France
10,06-09-2018,"Our 2nd visit to the Fairmont last week was just as brilliant as our first trip there 3 years ago.  

From the personal welcome by the manager, to the beautiful room, the comfiest beds, and the professionalism and friendliness of all the staff - it was all perfect and I couldn't have asked for more. 

Nikki beach at the rooftop pool was so serene in the morning and the music was a perfect blend throughout the day and evening. 

The management here is serious about customer service and everything has been thought of and works like a well oiled machine.  
The hotel is a 1970s looking building but in an iconic way and it's interior is well maintained and super clean and swanky. It's location is just behind the casino so it's ideally located for strolling around this beautiful part of the world. I would thoroughly recommend anyone to stay at the Fairmont if they are looking for a high end treat.  It's ranking as a 4 star hotel would be better reflected as 5* - it really is a special place.",Fairmont Monte Carlo,Monaco,France
8,04-09-2018,"便利な立地。設備は少し古いが清潔な状態。
レセプションは、チェックイン/アウト共に、親切、丁寧で言葉もお客の理解状態を確認しながらわかりやすく説明頂き配慮が感じられ大変好印象。",Fairmont Monte Carlo,Monaco,France
6,04-09-2018,"We were excited to stay here especially since it’s supposed to be a nice hotel chain. It was also part of our honeymoon and the hotel we splurged the most on. Overall, we were disappointed with the hotel for the price. The rooms or at least our room we found to be pretty outdated. The furnishings look old and the bathroom looks the same. I’ve stayed at many other hotels that are also 4 Star that are much more updated and luxurious feeling. The hotel is big which is probably the best feature - it has a pool, 3 resturants and a nice gym. I did also have two treatments done at the spa and was also disappointed given my expectations for the chain and the price of service. I understand in Monaco/Monte Carlo everything is much more pricey but in this case, you might be able to find a better (smaller/lesser known) hotel for the same price.",Fairmont Monte Carlo,Monaco,France
8,03-09-2018,I liked the rooftop pool and the Horizon Restaurant. The located was perfect and the views were beautiful.,Fairmont Monte Carlo,Monaco,France
10,03-09-2018,Helt super fick med sjöutsikt. Synd bara att det inte har en Tesla laddare,Fairmont Monte Carlo,Monaco,France
10,03-09-2018,"Luxuskurzreise, Sehr schönes modernes Luxushotel, tolle Poolanlage, zentral gelegen, nahe am Casino, Perfekt für eine Party",Fairmont Monte Carlo,Monaco,France
10,02-09-2018,"Amazing hotel, perfect in every way",Fairmont Monte Carlo,Monaco,France
10,02-09-2018,Me and my partner loved our stay at the Fairmont. The location of the property is excellent. Nikki beach right in your rooftop. We were kindly upgraded as it was my birthday. Staff were amazing. For Monaco it was excellent value too. Would stay again.,Fairmont Monte Carlo,Monaco,France
8,01-09-2018,"Great location, room spacious, clean and Le Labo amenities. I would recommend this place.",Fairmont Monte Carlo,Monaco,France
4,31-08-2018,"The pool has been transformed into a day and night club with loud music and packed full of young pretty things getting drunk and smoking. You can’t use the pool area fir sun bathing unless you pay over 100 Euro and buy expensive drinks. So if you thought you’d like a gentle dip and a pleasant book read on your sun lounger, it’s not going to happen. Floor 6 rooms in that area will suffer from the noise too. So unless you like swimming in a club! AVOID! 
Btw management response on trip advisor is that this club even is ‘the’ place to be I’m Monaco. Well I’m glad it brings you fortune and that sort of clientele, but it’s damaging to the reputation of the hotel and is not what Fairmont customers want.",Fairmont Monte Carlo,Monaco,France
6,30-08-2018,Noise from club below went to past three in the morning.  Hotel looked a little tired. Not what I was expecting.,Fairmont Monte Carlo,Monaco,France
8,28-08-2018,"Beautiful hotel with amazing views! We were lucky enough to receive a room upgrade, but had to wait 2 hours after check-in to receive our room.  There are long lines to check in and out.",Fairmont Monte Carlo,Monaco,France
8,28-08-2018,Posizione super centrale e comoda a tutto. Arredo un po’ datato,Fairmont Monte Carlo,Monaco,France
10,26-08-2018,Perfect location in the centre of town with a good selection of restaurants & a friendly Nikki beach!,Fairmont Monte Carlo,Monaco,France
6,24-08-2018,ロケーション、部屋、サービスは満足のいく水準ですが、宿泊費・朝食代共に割高で、コストパフォーマンスは良くないと感じました。,Fairmont Monte Carlo,Monaco,France
10,24-08-2018,"Dejligt hotel med super beliggenhed. Venlige og imødekommende personaler, gode restauranter med skønne udsigter. Meget fin parkeringsservice",Fairmont Monte Carlo,Monaco,France
8,24-08-2018,Location and Nobu were highlights. The beach is a long walk and the pool is a gong show. Prices for poolside seating were offensive.,Fairmont Monte Carlo,Monaco,France
10,24-08-2018,"Beautiful place, best service and location, A+++++",Fairmont Monte Carlo,Monaco,France
2,23-08-2018,"This is not the glitzy, high-end place we expected.  It is a massive, standard-type big box hotel.  It took over 1 hour to check-in, we booked a king room and were sent to a room with two twin beds.  When they corrected their mistake, they sent us to a smoking handicap room but did not mention either!  We were forced to change rooms a third time, which was finally correct.  The room itself was nice, but after the horrid check-in, we are writing this hotel off",Fairmont Monte Carlo,Monaco,France
6,23-08-2018,"Good central location, however room was not ready on arrival and went 1 hour beyond our check in time. Pictures of hotel online look a lot more glamorous, the outside of the hotel is a little dilapidated. Pool area was very lively with loud music daily - not suitable for some. Good Choice of restaurants and excellent views of French Riviera.",Fairmont Monte Carlo,Monaco,France
8,21-08-2018,"Exceptional location. Only problem with the parking, extremely expensive overnight parking charges.",Fairmont Monte Carlo,Monaco,France
8,18-08-2018,"Pro: posizione, servizio in camera, colazione, disponibilità del personale 

Contro: camera, servizi extra

nel complesso lo valuterei un buon hotel, ma l’esperienza non vale il prezzo richiesto. Hotel non offre nessun tipo di servizio e/o piccola attenzione nei confronti del cliente se non ad un ulteriore costo aggiuntivo. La colazione e la vista panoramica di camere/ristoranti e piscina è sicuramente il loro punto di forza, tuttavia la Moquette delle stanze risulta essere trascurata e macchiata, sicuramente non un buon biglietto da visita per un 4 stelle. Il parcheggio è a disposizione dei clienti al costo di 60€ al giorno, così come l’acqua in camera rigorosamente a pagamento a cifre piuttosto esose. 

Non mi sentirei di consigliare questo hotel solo ed esclusivamente per il rapporto qualità prezzo decisamente troppo eccessivo per gli standard offerti. Sicuramente la struttura non vale il prezzo richiesto.",Fairmont Monte Carlo,Monaco,France
10,15-08-2018,I loved that Nobu was inside the hotel and Nikki Beach and a casino,Fairmont Monte Carlo,Monaco,France
8,14-08-2018,"It was good, maybe not so child friendly. Breakfast was amazing and it had a great location.",Fairmont Monte Carlo,Monaco,France
8,12-08-2018,"Ein perfekter Trip !
Wir waren mehrere Leute und für jeden gabs eine Betätigung !
Man kann sehr viel unternehmen und besichtigen !
Es gab mehrere Feuerwerke im  Hafen ...
Monaco ist schlicht eine Reise wert !",Fairmont Monte Carlo,Monaco,France
10,06-08-2018,All was perfect!,Fairmont Monte Carlo,Monaco,France
8,05-08-2018,"The hotel is great for comfort, convenience and service. The concierge was excellent.  One caveat for us though is the pool was our biggest draw when we booked because it’s beautiful and overlooks the sea. It does look like the photo  BUT, it’s like a Las Vegas nightclub from10:00 AM in the morning and all day and night.  So it’s completely inappropriate for young children.  This was very disappointing for our kids.  The hotel did shuttle us each day to the beach, but we had to pay for our beach chairs - which is normal.  We would have loved to be able to use the pool that we paid to use.",Fairmont Monte Carlo,Monaco,France
4,03-08-2018,"There were stains all over the rug as well as smoke smell in a so called non-smoking room.
Susan & Kevoin Reilly",Fairmont Monte Carlo,Monaco,France
10,03-08-2018,"쇼핑센터쪽이나 기차역, 버스정류장가기에는 언덕이 높아서 힘들었으나 직원 친절도, 바다쪽 뷰가 매우 훌륭함",Fairmont Monte Carlo,Monaco,France
10,01-08-2018,"Top Hotel im Zentrum der Stadt, Zimmer etwas veraltet, aber alles sauber und ordentlich
Nikki Beach direkt auf dem Dach, nur 1 min zum Casino, man kann alle Restaurants zu Fuß erreichen.",Fairmont Monte Carlo,Monaco,France
10,30-07-2018,"Hotel fantástico. Único  ponto negativo foi o café da manhã por EUR$ 40,00 por pessoa.",Fairmont Monte Carlo,Monaco,France
10,28-07-2018,Lovely hotel and great surprise when we turned up o find the hotel was situated on the famous hairpin. Staff were very pleasent and helpful. Hotel was very clean and area was fantastic.,Fairmont Monte Carlo,Monaco,France
10,28-07-2018,"Great stay, great hotel, excellent service. Will definitely return.",Fairmont Monte Carlo,Monaco,France
10,22-07-2018,It was amazing,Fairmont Monte Carlo,Monaco,France
6,21-07-2018,"We stayed for just one night at the end of a two week break. Staff were very attentive and friendly throughout our stay. 

The F&B and public areas of the hotel are fantastic! We had a blast in the pool and enjoyed all of the different restaurants and bars. Used the spa for a manicure which was great although I wouldn’t fancy a massage as the music is very loud from the pool party above! It also overlooked a balcony which looks dirty and sad, with one pot plant.

We were offered if we wanted to upgrade our room for a sea view, but we declined and were so pleased as we had a perfect view of the f1 hairpin! 

There were 3 of us in the room, we were offered a cot for my daughter that we refused as we had two beds in the room which was fine, but there was no attempt to make any provisions for the 3rd person in the room, children’s amenities would have been nice but we at least expected a towel! 

The rooms are very dated. They have not been refurbished or upgraded to match the quality of the hotel. Bathroom is marble, which is lovely but then they had old fashioned electrical items such as hairdryer and corroded torch, what looked like an accessible stool, washing line across the bath and a minimal display of amenities. 

The decor, and bedroom again felt very dated, although was fine for our needs if not a bit small. 

Check out was slow, and systems were down, so no bill presentented. 

Come on fairmont, it wouldn’t take much to bring the standards up.",Fairmont Monte Carlo,Monaco,France
10,18-07-2018,Outstanding one of the best hotel experiences ever. Perfect location.,Fairmont Monte Carlo,Monaco,France
4,17-07-2018,"From our trip to Europe we were expecting the Fairmont to be the most lavish of all of the location as it Monaco.  Unfortunately it was the worst, we ended up leaving a day early as we had enough. Don’t waste your money on ocean view rooms, you will see fishing boats and drilling out your window. Nothing magical. The Horizon restaurant which is on the top floor of the building took 20 minutes for a waiter to swing by to take a drink order in the crazy heat in July. The waitress then procedes to breaking a champagne flute near us where the shards of glass hit my husband arm and almost his eye. They didn’t broom the area where the glass shards fell which made me nervous if there were any little children. Nor did the waitress apologize or ask if we were okay. She rudely poured our drinks with major attitude on her face and body language. After we complained, the next waiter told us she was having a bad day.  After this episode, our room was ready so we went there. The hallways look like a outdate cruise ship. The rooms have not been renovated. Even the alarm clock is from the 90’s.  Not what to expect from a 4 or 5 star hotel. We knew we would be paying premium pricing for Monaco but this was them taking extreme advantages of their high end clientele. 60€ for parking a day. Cocktail drinks were in the 20€ -25€ each, a club sandwich would run you 25€, but to pay premium pricing you expect great service and nice accommodations. Unfortunately this hotel felt like a 3 star.",Fairmont Monte Carlo,Monaco,France
8,07-07-2018,"Business meeting, only one night. Rooms are too old, and valet car too slow.",Fairmont Monte Carlo,Monaco,France
4,01-07-2018,"I booked two twin beds I didn’t get that..

The hotel offered me extra bed but it’s not the same like a room with extra bed in it.. 

If you don’t have the amount of these room that day don’t offer it",Fairmont Monte Carlo,Monaco,France
10,22-06-2018,"We visited many places, hotels and enjoyed a couple of sea cruises on our recent European holiday to celebrate our 25th wedding anniversary but the stand out location was Monaco and our stay at the Fairmont Hotel.
The hotel and room was very nice and clean and the staff were absolutely brilliant. They were extremely friendly and helpful and giving us a complimentary bottle of champagne and chocolates on arrival for our anniversary was extremely thoughtful. Our dinner experience at the Nobu restaurant was sensational and the meal was absolutely delicious. We would highly recommend the Fairmont Hotel and we would go back there in a heart beat as we were that impressed with their facilities and service.
Definitely one of the highlights of our holiday.",Fairmont Monte Carlo,Monaco,France
10,13-06-2018,Top hotels in Monaco. Great views and located in the centre,Fairmont Monte Carlo,Monaco,France
10,10-06-2018,"Beautiful and clean hotel in a great location.  Superior housekeeping staff that went out of their way to accommodate your needs.  A lot of varied, on premise restaurant options.  Rooms are quite large by European standards.  Would definitely stay here again!",Fairmont Monte Carlo,Monaco,France
8,27-05-2018,便利な場所,Fairmont Monte Carlo,Monaco,France
8,10-05-2018,"ロケーションも景観も最高でした。
日本のスタッフもいらっしゃいます。
ただ全て高いです。モナコだから仕方ないですね。また宿泊します。",Fairmont Monte Carlo,Monaco,France
8,08-05-2018,Only disappoint was all the scaffolding for the Grand Prix in Monaco and the dredger outside our room for 24hours,Fairmont Monte Carlo,Monaco,France
10,08-05-2018,"We were in town for only one nite and had a wonderful stay. Very comfortable centrally located, easy to get around town even with the pre construction for the grand prix, we had beautiful weather stayed and played at the hotel for dinner on the rooftop & casino.
Food was delicious. Staff was very attentive",Fairmont Monte Carlo,Monaco,France
6,23-04-2018,Unexpected difference between promotion pictures and reality(,Fairmont Monte Carlo,Monaco,France
10,13-04-2018,The hotel is steps from the Monte Carlo casino and short distance to the bus stop. The bars are nice and the Spa is beautiful. Was too cold to use the outdoor pool which i really wanted to!  I would stay again!,Fairmont Monte Carlo,Monaco,France
10,12-04-2018,The food was overpriced ridiculous- £30 for two children’s milkshakes and £15 for a low alcohol beer and £25 for a hotdog xxxx,Fairmont Monte Carlo,Monaco,France
10,10-04-2018,"Great view, great atmosphere. Clean room. Nice casino",Fairmont Monte Carlo,Monaco,France
8,09-04-2018,Fairmont was soll man sagen. Sehr guter Service,Fairmont Monte Carlo,Monaco,France
8,02-04-2018,"tutto perfetto a parte la difficoltà per cena senza glutine. Menù prevedeva solo minimo mentre mi aspettavo maggiore varietà, almeno al livello di menù vegano o vegetaziano, invece poca varietà e poca preparazione personale",Fairmont Monte Carlo,Monaco,France
10,02-04-2018,"The staff were lovely and the location is brilliant. The only issue we had was that the pool was unavailable due to renovation, and the huge ship outside.",Fairmont Monte Carlo,Monaco,France
8,01-04-2018,"Es gab nichts zu beanstanden. Die Zimmer waren sehr sauber. 
Ich hatte ein Zimmer zum Garten (Innenhof); zunächst war ich enttäuscht, aber dann entpuppte es sich als vorteilhaft. Denn ich war im März da und an jeder Ecke wurde gebaut oder Vorbereitungen für den Grand Prix wurden getroffen. Die Stadt an sich war sehr laut, überall Baulärm, auch bis in die Abendstunden. Somit war ich dann über das ruhige Zimmer glücklich.",Fairmont Monte Carlo,Monaco,France
10,31-03-2018,Very easy and faster check in and check out. The room  and the batheoom with very good size. The localition was perfect to walk everywhere and enjoy the city. I would definetly recommended.,Fairmont Monte Carlo,Monaco,France
8,29-03-2018,"Hotel bom de localização , limpeza com fácil acesso aos principais pontos turísticos e de vitu tour.
Porém , café da manhã e refeições bem caras para o padrão brasileiro.",Fairmont Monte Carlo,Monaco,France
10,20-03-2018,Great Hotel. Free upgrade to sea view room. Friendly and helpful staff. Complimentary champagne and birthday cake and chocolates. Complimentary late check out.,Fairmont Monte Carlo,Monaco,France
10,13-03-2018,We stayed there for a long weekend and it was fantastic.  The whole time we were  made to feel like superstars and  The staff are extremely helpful polite and the hotel experience absolutely spot-on ........   you must have lunch in the Horizon restaurant on the rooftop before you leave great end to an amazing stay,Fairmont Monte Carlo,Monaco,France
10,06-03-2018,"Friendly staff. Very clean rooms. Very comfy beds. Stayed in March bet it's wonderful in summer. Very good security, you can't get anywhere without your key card. Good choice of food 24 hours a day.",Fairmont Monte Carlo,Monaco,France
8,04-03-2018,"Nice hotel, unfortunately we arrived in a bad weather. Expedia offered the lowest price for the room being a garden view but did not mention it is a smoking room, we ended up have to upgrade to a sea view room, non smoking, at a cost of extra 90 euro.",Fairmont Monte Carlo,Monaco,France
10,03-03-2018,Потрясающий отель!Прекрасная организация и проведение Новогодних праздников!!!,Fairmont Monte Carlo,Monaco,France
10,02-03-2018,"Very pleased with the second room, clean, perfect location, attentive staff. There was a gentleman at the reception when I had to settle the bill who was amazing. It is one thing that I wished to have. On our last stay we went to the bar because of the view and live jazz music. This time there was no live music so we went to another venue.
Over all, well done, will come again. Claire Cameron",Fairmont Monte Carlo,Monaco,France
8,19-02-2018,"Colazione eccellente, personale gradevole, albergo bisognoso di una rinfrescata perchè sta così da trent'anni. Pessima l'esperienza nel ristorante Nobu che è all'interno dell'albergo: sevizio scadente, musica da discoteca, cibo non all'altezza, prezzi non adeguati.",Fairmont Monte Carlo,Monaco,France
2,31-01-2018,"We travel a lot. But the man who works with helping clients with with the luggage the day we left hotel, 28 of august 2017 was so extremly aggresive, unpleasent and screaming at my family and friends that we were compleatly chocked. We will never ever come back to this hotel.Even receptionstaff was completely chocked but tried to explain that he has a lot of to do. It was clear for us that it must be some substans involved. You can not scream at clients like that without reason. He told us that he is the boss( for the box outside hotel and responsible for the suitcase). All of us, 6 persons were chocked of his behaviour. We will never ever visit that hotel again. Soo bad experience! Bruno? Working on 28 of august 2017, desk outside hotel.",Fairmont Monte Carlo,Monaco,France
8,29-01-2018,"La estancia maravillosa. El recibimiento espectacular. El hotel impresionante mucha seguridad y de noche el ambiente con la música de piano y la chica cantando muy bonito. La habitacion muy grande y cómoda. El baño limpio y perfecto. 
Para repetir. Un sueño",Fairmont Monte Carlo,Monaco,France
10,15-01-2018,"My first time in Monaco and it couldn’t be a better experience. Every single staff member was so friendly from the valet men, receptionist, cleaners, restaurant staff to the spa staff. I could stay there for a week and not get bored. The views was beautiful, right outside the Fairmont hairpin if your an f1 fan. The cleaners did a great job of house keeping, beds were super comfy, you just melt in and fall asleep straight away. Food wise, lunch I would recommend the Horizon for a nice lunch with scenic view. The best part was Sunday Jazz Brunch at Saphir 24 restaurant. Champagne buffet €89 but this includes everything you would want to eat with a great selection of appetisers, seafood, poultry meats to dessert! Just beautiful and enjoyed it with a great live jazz band.",Fairmont Monte Carlo,Monaco,France
10,09-01-2018,We enjoyed a wonderful stay at the Fairmont with every staff member greeting us with professionalism and a smile. Each staff member we interacted with had taken the time to learn our names and ensured that our requests were met to the best of their ability.,Fairmont Monte Carlo,Monaco,France
2,24-12-2017,over priced for the value received. construction NOISE,Fairmont Monte Carlo,Monaco,France
8,12-12-2017,"COMODO, PULITO, VICINO A TUTTI I SERVIZI. OTTIMO DIREI.",Fairmont Monte Carlo,Monaco,France
10,11-12-2017,Amazing hotel very comfortable and attentive staff. Will definitely be going back,Fairmont Monte Carlo,Monaco,France
10,08-12-2017,"The Fairmont-Monte Carlo must be rated as one of the finest such hotels extant. The lodging, service personnel and dining experiences are scored as perfection, and in my opinion are rated better than similar such prime lodgings located in Las Vegas, London and Hong Kong. Undoubtedly, should the opportunity once again arise for Monaco, I would schedule a return visit to the Fairmont. BTW: special kudos are given to the concierge for going far above-and-beyond-the call-of-duty to oblige  personal requirements.",Fairmont Monte Carlo,Monaco,France
10,02-12-2017,Das Hotel war ein Topangebot für unseren Kurztrip.,Fairmont Monte Carlo,Monaco,France
10,28-11-2017,"The Fairmont is a luxury hotel situated in the heart of Monte Carlo.
Located on the famous Formula One 'hairpin' bend our room had a sea view. We were luck enough to have superb weather which will beak up the British winter blues.
The famous NOBU restaurant situated within the hotel offered 'happy hour' every night between 6pm & 8pm on all drinks....obviously we took advantage.

Cannot wait to return!",Fairmont Monte Carlo,Monaco,France
10,26-11-2017,"One of the best hotel experience I’ve had. Pleasant, attentive staffs, very hospitable atmosphere...great room and great views of the sea and the hairpin!",Fairmont Monte Carlo,Monaco,France
10,22-11-2017,"Servizio efficiente. Camere confortevoli, arredi sobri, eleganti, con terrazza attrezzata e con splendida vista sul mare. Bagni con bidet
Struttura alberghiera completa di day-spa, palestra, piscina, servizi vari ristorazione, ed esercizi commerciali.
Tradotto in una parola: discreto relax!!",Fairmont Monte Carlo,Monaco,France
10,21-11-2017,Superb hotel in an amazing location! Friendly and helpful staff... def recommend the sea view!,Fairmont Monte Carlo,Monaco,France
10,21-11-2017,Is nice hotel.,Fairmont Monte Carlo,Monaco,France
10,14-11-2017,"Delightful. The staff friendly and helpful, especially Gilles at front desk and Eric in auto reception. The breakfast Buffett is a high quality feast ! Parking anywhere and everywhere in Monte Carlo is very difficult, but Fairmont can handle or suggest a savings alternative if you want to climb many steps. Room placement could be important, I probably should have asked for a better location or pleaded for an upgrade but our 2 night stay just wasn't enough of an issue for me to pursue a more picturesque room or more updated style. Close to Casio square and Louis Vuitton store.",Fairmont Monte Carlo,Monaco,France
10,10-11-2017,Amazing sea view. Staff so helpful with valet parking and room upgrades. Great food any time. Loved it.,Fairmont Monte Carlo,Monaco,France
10,22-10-2017,Fantastic all round experience. Staff were friendly and helpful. They went above and beyond. Not a bad word to say at all!,Fairmont Monte Carlo,Monaco,France
8,08-10-2017,"Had trouble with first room offered as there is a dredging ship right out side the sea view room but after an hour they changed the room to overlook the harbour witch was better 
Room service food better than any Resturant  meal 
We loved the hotel x",Fairmont Monte Carlo,Monaco,France
2,02-10-2017,"Rude staff
expensive but no hospitality ( no water, no Bathrobe,no dryer, no guidance)
I will never stay.",Fairmont Monte Carlo,Monaco,France
8,29-09-2017,"Very nice hotel, friendly greeting at front desk. Nobu restaurant and a Nicky Beach on the roof which was fun for drinks and dinner. The spa and fitness rio
 Is really good.",Fairmont Monte Carlo,Monaco,France
10,27-09-2017,Very Nice expérience at the fairmount. We had ocean view. The room needs a little renovation but overall very satisfied.,Fairmont Monte Carlo,Monaco,France
6,25-09-2017,We have stayed here many times but now it seems to be changing to attracting the younger set. Could not use the pool as parties there all the time and dredgers in the water building goodness knows what. Shame it seems to be our last visit as now feel uncomfortable with all the younger party people,Fairmont Monte Carlo,Monaco,France
10,23-09-2017,"Vuorokauden casino-reissulle hotelliksi valikoitui kyseinen. Lähellä kaikkea, etenkin casinoa. Tilavat ja siistit huoneet, mukava allasosasto ja loistavat työntekijät. 5/5",Fairmont Monte Carlo,Monaco,France
8,18-09-2017,"Very good, professionally run hotel, no real problems, hopefully will return.",Fairmont Monte Carlo,Monaco,France
10,16-09-2017,Pulito staff efficiente ottima colazione in location bellissima piscina all'ultimo piano meravigliosa,Fairmont Monte Carlo,Monaco,France
10,16-09-2017,Super great location. Also many bars and restaurants and Nikki Beach inside the hotel not to mention a casino. The place to be. I had an amazing time wish was longer .,Fairmont Monte Carlo,Monaco,France
8,11-09-2017,"The location and the amenities at the hotel are fabulous. The Nikki Beach pool bar was great; the horizon deck offers a great breakfast and brunch with amazing views; Nobu restaurant is top notch; casino on site; 24hr lobby lounge; 24hr room service; 2 minute walk to the Hotel de Paris and Casino de Monte Carlo; luxury shopping and nice restaurants just steps away. The check in process was very slow, and the check out process was even worse...about a 30 minute wait. The majority of the staff at the resort were not friendly. Staff at Nikki Beach pool were rude and unattentive; valet staff were snobby and were not friendly or welcoming, and they did not even open the door for us once while they were standing in front of the doors; staff at horizon never came to clear our plates at the breakfast buffet until there was a large pile of dishes in front of us; the bell boy was the only person that was friendly and took time to explain the amenities of the hotel and suggest some nice places to go in the area. The service at the hotel is what sets it apart as being a 4* rather than a 5*.",Fairmont Monte Carlo,Monaco,France
10,07-09-2017,"Highly recommend this hotel, friendly staff and bery professional , great location",Fairmont Monte Carlo,Monaco,France
10,07-09-2017,"Everything about this hotel was exceptional.  The staff were friendly and helpful.  Annette at the concierge was our favorite.  She went above and beyond to assist us plan each day with activities, arrange transportation and make recommendations.  If I ever go back, I am going back to Fairmont Monte Carlo.",Fairmont Monte Carlo,Monaco,France
10,04-09-2017,"Absolutely fabulous hotel, from its location to rooms, to staff. Was an absolute pleasure to stay there",Fairmont Monte Carlo,Monaco,France
8,01-09-2017,"It is a great hotel Very spacious Lobby Restaurants 
Fantastic Special Swimming Pool and Spa 
Everything works which is rare in Monaco .... ! 
Cell phones Wifi Business Center ... its all good 
It has its own Sun Casino ! 
Enjoy Monaco at Fairmont
GZ Sukun 
Westport CT USA",Fairmont Monte Carlo,Monaco,France
2,25-08-2017,"Die Zimmer sind in einem sehr alten Zustand. Das Bett war miserabel. Bit ca. 3.30 morgens konnte
man nicht schlafen, da in der Nachbarschaft eine Disko lief. Der Pool ist eine Zumutung, es gibt viel zu wenige Liegen für so ein großes Hotel. Der Service war nicht sehr gut, erst als wir bereits vorzeitig abreisen wollten bot man uns ein anderes Zimmer an.",Fairmont Monte Carlo,Monaco,France
4,24-08-2017,"Not really worth the expense, expected more from a Fairmont Hotel. Chec-in is from 3pm, but our room not ready even at 5pm. But we're offered immediate check-in on an upgraded room - for an addition €150/night.  Very expensive option when you just want to get in to your room after a long long flight. Why do hotels expect you to check out by their time, but not have your room ready from when you have paid for it?

Disappointed.",Fairmont Monte Carlo,Monaco,France
10,23-08-2017,El hotel es súper bonito y cómodo tienes miles de opciones super buenas para amenidades y excelente comida y ubicación,Fairmont Monte Carlo,Monaco,France
8,23-08-2017,"Hotel was nice enough, expected better for the cost. The balcony was old and dirty. Staff were only nice to you if you were dropping with money, we were not. Disappointed in the pool, it was not for every day folk to swim in, it was a night club which you were hovered over by waiters wanting to serve you, I would have booked a cheaper hotel without pool had I known.",Fairmont Monte Carlo,Monaco,France
6,23-08-2017,"Location is great, the hotel is old and tired, and it not up to other Fairmont standards.  The staff were friendly and having Nobu on site is a plus.",Fairmont Monte Carlo,Monaco,France
4,23-08-2017,"You never find place in the roof of the Hotel (Nikki Beach): the beds are all given to the ""paying"" clients (also from outside) and not for the guests staying in the hotel, which are simply placed next to the (to laud) outspeaker of the music",Fairmont Monte Carlo,Monaco,France
10,22-08-2017,"The room was clean, spacious and nice decorated. My room was facing the garden and it was very quiet. Breakfast was not included on my stay but I decided to pay 38 euros and it was worthy. The food was good, service was good and the restaurant has a great view of the ocean. Also, don't miss a diner at the Nobu! Simply delicious and the ambien my was very nice, beautiful people and great music. All staff very nice!",Fairmont Monte Carlo,Monaco,France
4,22-08-2017,"The staff at this hotel think that they are the guests, and that we are doing a favor of staying with them.They made numerous mistakes on my reservation, and also told me they would extend my stay for a certain rate. When I came the next morning, they told me that someone made a mistake and the new rate they could offer was over 3 times what I was paying (over 900 Euros!!!). Don't stay!",Fairmont Monte Carlo,Monaco,France
2,21-08-2017,"We requested early check in.  We watched numerous arrivals after ours get rooms while we waited. When we did get a room we were told our luggage would be delivered in 10-15 minutes.  It  took 1 hour and 2 phone calls. 

 We were also told breakfast was included. It was not which we only found out after being charged 36 euros ($42) each.  One was refunded but we were told that no one ever said it was included.  So we were accused of lying.  It was awful and a terrible end to an otherwise wonderful vacation. Do not stay there.",Fairmont Monte Carlo,Monaco,France
6,20-08-2017,"Excellent location and Staff in Monte Carlo but after a long tiring trip Registration jangled the nerves. Lobby acoustics are loud.  We were kindly given a card for complimentary drinks while we waited for our room. This was appreciated but again the restaurant/bar we went to was noisy, pulsating music found at a night club, it was 2:00 in the afternoon.  The hotel has a pool, but again it is a ""Club"" with loud music so there will be no relaxing by the pool at this property.",Fairmont Monte Carlo,Monaco,France
10,19-08-2017,"I visited Monaco for the first European and was impressed the scenery and cuisine. Also, it have good access to where I go I was able to move almost with out using map. 
 The Japanese staff was saved by being at the hotel and the airport.",Fairmont Monte Carlo,Monaco,France
6,19-08-2017,"Staff ususally tries to gove you a room on 3rd Floor which is really
the Ground Floor ... Very Humid and uncomfortable floor with poor security.
Swimming pool is a very Loud  Enviroment waych out
G.Z. Sukun",Fairmont Monte Carlo,Monaco,France
10,18-08-2017,This hotel is amazing and I stay all over the world.  The staff is incredible and the service is very fast.  Our room was incredible and the bed is so comfortable.  The location in Monaco is perfect and is definitely worth the price you pay.  We didn't love the view from our room and the bellman called and changed our room immediately.  I couldn't believe the service and how much I was impressed by this hotel.  BRAVO!,Fairmont Monte Carlo,Monaco,France
10,17-08-2017,"Me encanto el Hotel, su ubicación. Los restaurantes Excelentes y muy buena recepción, rápida y amable.",Fairmont Monte Carlo,Monaco,France
10,14-08-2017,"Uma ótima opção para hospedagem em Monte Carlo! O Hotel Fairmont se debruça sobre o mar o que o torna extremamente agradável com visuais incríveis! A localização é perfeita! Os serviços, por se tratar de um hotel grande às vezes se tornam impessoais demais. Mas, ainda assim, eu voltaria ao Fairmont!",Fairmont Monte Carlo,Monaco,France
10,09-08-2017,100% good,Fairmont Monte Carlo,Monaco,France
4,08-08-2017,"We waited one hour to check in brcause the ""Hair Dryer "" was not working , they kept us standing during the whole one hour and finally they offered us complimentary ""Drink"" , not accepted from a 5 Stars Hotel",Fairmont Monte Carlo,Monaco,France
