level_0,index,year,state,state_po,state_fips,state_cen,state_ic,office,candidate,party_detailed,writein,candidatevotes,totalvotes,version,notes,party_simplified,rank,second_candidate_votes,margin
600,2000,1996,VERMONT,VT,50,13,6,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,137894,258449,20210113,,DEMOCRAT,1.0,80352.0,57542.0
602,2011,1996,VIRGINIA,VA,51,54,40,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,False,1138350,2416642,20210113,,REPUBLICAN,1.0,1091060.0,47290.0
604,2017,1996,WASHINGTON,WA,53,91,73,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,1123323,2253837,20210113,,DEMOCRAT,1.0,840712.0,282611.0
606,2026,1996,WEST VIRGINIA,WV,54,55,56,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,327812,636459,20210113,,DEMOCRAT,1.0,233946.0,93866.0
608,2030,1996,WISCONSIN,WI,55,35,25,US PRESIDENT,"CLINTON, BILL",DEMOCRAT,False,1071971,2196169,20210113,,DEMOCRAT,1.0,845029.0,226942.0
610,2037,1996,WYOMING,WY,56,83,68,US PRESIDENT,"DOLE, ROBERT",REPUBLICAN,False,105388,211571,20210113,,REPUBLICAN,1.0,77934.0,27454.0
612,2042,2000,ALABAMA,AL,1,63,41,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,941173,1666272,20210113,,REPUBLICAN,1.0,692611.0,248562.0
614,2047,2000,ALASKA,AK,2,94,81,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,167398,285560,20210113,,REPUBLICAN,1.0,79004.0,88394.0
616,2055,2000,ARIZONA,AZ,4,86,61,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,781652,1532016,20210113,,REPUBLICAN,1.0,685341.0,96311.0
618,2062,2000,ARKANSAS,AR,5,71,42,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,472940,921781,20210113,,REPUBLICAN,1.0,422768.0,50172.0
620,2069,2000,CALIFORNIA,CA,6,93,71,US PRESIDENT,"GORE, AL",DEMOCRAT,False,5861203,10965822,20210113,,DEMOCRAT,1.0,4567429.0,1293774.0
622,2076,2000,COLORADO,CO,8,84,62,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,883748,1741368,20210113,,REPUBLICAN,1.0,738227.0,145521.0
624,2086,2000,CONNECTICUT,CT,9,16,1,US PRESIDENT,"GORE, AL",DEMOCRAT,False,816015,1459525,20210113,,DEMOCRAT,1.0,561094.0,254921.0
626,2093,2000,DELAWARE,DE,10,51,11,US PRESIDENT,"GORE, AL",DEMOCRAT,False,180068,327529,20210113,,DEMOCRAT,1.0,137288.0,42780.0
628,2100,2000,DISTRICT OF COLUMBIA,DC,11,53,55,US PRESIDENT,"GORE, AL",DEMOCRAT,False,171923,201894,20210113,,DEMOCRAT,1.0,18073.0,153850.0
630,2106,2000,FLORIDA,FL,12,59,43,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,2912790,5963110,20210113,,REPUBLICAN,1.0,2912253.0,537.0
632,2117,2000,GEORGIA,GA,13,58,44,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,1419720,2583208,20210113,,REPUBLICAN,1.0,1116230.0,303490.0
634,2121,2000,HAWAII,HI,15,95,82,US PRESIDENT,"GORE, AL",DEMOCRAT,False,205286,367951,20210113,,DEMOCRAT,1.0,137845.0,67441.0
636,2128,2000,IDAHO,ID,16,82,63,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,336937,501615,20210113,,REPUBLICAN,1.0,138637.0,198300.0
638,2135,2000,ILLINOIS,IL,17,33,21,US PRESIDENT,"GORE, AL",DEMOCRAT,False,2589026,4742108,20210113,,DEMOCRAT,1.0,2019421.0,569605.0
640,2142,2000,INDIANA,IN,18,32,22,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,1245836,2199302,20210113,,REPUBLICAN,1.0,901980.0,343856.0
642,2147,2000,IOWA,IA,19,42,31,US PRESIDENT,"GORE, AL",DEMOCRAT,False,638517,1353022,20210113,,DEMOCRAT,1.0,634373.0,4144.0
644,2158,2000,KANSAS,KS,20,47,32,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,622332,1072216,20210113,,REPUBLICAN,1.0,399276.0,223056.0
646,2164,2000,KENTUCKY,KY,21,61,51,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,872520,1544106,20210113,,REPUBLICAN,1.0,638923.0,233597.0
648,2172,2000,LOUISIANA,LA,22,72,45,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,927871,1765656,20210113,,REPUBLICAN,1.0,792344.0,135527.0
650,2180,2000,MAINE,ME,23,11,2,US PRESIDENT,"GORE, AL",DEMOCRAT,False,319951,651817,20210113,,DEMOCRAT,1.0,286616.0,33335.0
652,2187,2000,MARYLAND,MD,24,52,52,US PRESIDENT,"GORE, AL",DEMOCRAT,False,1144008,2025212,20210113,,DEMOCRAT,1.0,813827.0,330181.0
654,2195,2000,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,"GORE, AL",DEMOCRAT,False,1616487,2733964,20210113,,DEMOCRAT,1.0,878502.0,737985.0
656,2203,2000,MICHIGAN,MI,26,34,23,US PRESIDENT,"GORE, AL",DEMOCRAT,False,2170418,4232501,20210113,,DEMOCRAT,1.0,1953139.0,217279.0
658,2210,2000,MINNESOTA,MN,27,41,33,US PRESIDENT,"GORE, AL",DEMOCRATIC-FARMER-LABOR,False,1168266,2438685,20210113,,DEMOCRAT,1.0,1109659.0,58607.0
660,2219,2000,MISSISSIPPI,MS,28,64,46,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,572844,994184,20210113,,REPUBLICAN,1.0,404614.0,168230.0
662,2226,2000,MISSOURI,MO,29,43,34,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,1189924,2359892,20210113,,REPUBLICAN,1.0,1111138.0,78786.0
664,2233,2000,MONTANA,MT,30,81,64,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,240178,410986,20210113,,REPUBLICAN,1.0,137126.0,103052.0
666,2240,2000,NEBRASKA,NE,31,46,35,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,433862,697019,20210113,,REPUBLICAN,1.0,231780.0,202082.0
668,2246,2000,NEVADA,NV,32,88,65,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,301575,609426,20210113,,REPUBLICAN,1.0,279978.0,21597.0
670,2256,2000,NEW HAMPSHIRE,NH,33,12,4,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,273559,569081,20210113,,REPUBLICAN,1.0,266348.0,7211.0
672,2263,2000,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"GORE, AL",DEMOCRAT,False,1788850,3187226,20210113,,DEMOCRAT,1.0,1284173.0,504677.0
674,2266,2000,NEW MEXICO,NM,35,85,66,US PRESIDENT,"GORE, AL",DEMOCRAT,False,286783,598605,20210113,,DEMOCRAT,1.0,286417.0,366.0
676,2273,2000,NEW YORK,NY,36,21,13,US PRESIDENT,"GORE, AL",DEMOCRAT,False,3942215,6960215,20210113,,DEMOCRAT,1.0,2258577.0,1683638.0
678,2287,2000,NORTH CAROLINA,NC,37,56,47,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,1631163,2914990,20210113,,REPUBLICAN,1.0,1257692.0,373471.0
680,2292,2000,NORTH DAKOTA,ND,38,44,36,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,174852,288256,20210113,,REPUBLICAN,1.0,95284.0,79568.0
682,2297,2000,OHIO,OH,39,31,24,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,2350363,4701998,20210113,,REPUBLICAN,1.0,2183628.0,166735.0
684,2302,2000,OKLAHOMA,OK,40,73,53,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,744337,1234229,20210113,,REPUBLICAN,1.0,474276.0,270061.0
686,2306,2000,OREGON,OR,41,92,72,US PRESIDENT,"GORE, AL",DEMOCRAT,False,720342,1533950,20210113,,DEMOCRAT,1.0,713577.0,6765.0
688,2314,2000,PENNSYLVANIA,PA,42,23,14,US PRESIDENT,"GORE, AL",DEMOCRAT,False,2485967,4912185,20210113,,DEMOCRAT,1.0,2281127.0,204840.0
690,2320,2000,RHODE ISLAND,RI,44,15,5,US PRESIDENT,"GORE, AL",DEMOCRAT,False,249508,409112,20210113,,DEMOCRAT,1.0,130555.0,118953.0
692,2331,2000,SOUTH CAROLINA,SC,45,57,48,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,786892,1383902,20210113,,REPUBLICAN,1.0,566037.0,220855.0
694,2338,2000,SOUTH DAKOTA,SD,46,45,37,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,190700,316269,20210113,,REPUBLICAN,1.0,118804.0,71896.0
696,2343,2000,TENNESSEE,TN,47,62,54,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,1061949,2076181,20210113,,REPUBLICAN,1.0,981720.0,80229.0
698,2347,2000,TEXAS,TX,48,74,49,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,3799639,6407637,20210113,,REPUBLICAN,1.0,2433746.0,1365893.0
700,2353,2000,UTAH,UT,49,87,67,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,515096,770754,20210113,,REPUBLICAN,1.0,203053.0,312043.0
702,2363,2000,VERMONT,VT,50,13,6,US PRESIDENT,"GORE, AL",DEMOCRAT,False,149022,294308,20210113,,DEMOCRAT,1.0,119775.0,29247.0
704,2374,2000,VIRGINIA,VA,51,54,40,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,1437490,2739447,20210113,,REPUBLICAN,1.0,1217290.0,220200.0
706,2381,2000,WASHINGTON,WA,53,91,73,US PRESIDENT,"GORE, AL",DEMOCRAT,False,1247652,2487433,20210113,,DEMOCRAT,1.0,1108864.0,138788.0
708,2391,2000,WEST VIRGINIA,WV,54,55,56,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,336475,648124,20210113,,REPUBLICAN,1.0,295497.0,40978.0
710,2398,2000,WISCONSIN,WI,55,35,25,US PRESIDENT,"GORE, AL",DEMOCRAT,False,1242987,2598607,20210113,,DEMOCRAT,1.0,1237279.0,5708.0
712,2405,2000,WYOMING,WY,56,83,68,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,147947,213726,20210113,,REPUBLICAN,1.0,60481.0,87466.0
714,2411,2004,ALABAMA,AL,1,63,41,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,1176394,1883415,20210113,,REPUBLICAN,1.0,693933.0,482461.0
716,2415,2004,ALASKA,AK,2,94,81,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,190889,312598,20210113,,REPUBLICAN,1.0,111025.0,79864.0
718,2422,2004,ARIZONA,AZ,4,86,61,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,1104294,2012585,20210113,,REPUBLICAN,1.0,893524.0,210770.0
720,2426,2004,ARKANSAS,AR,5,71,42,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,572898,1054945,20210113,,REPUBLICAN,1.0,469953.0,102945.0
722,2432,2004,CALIFORNIA,CA,6,93,71,US PRESIDENT,"KERRY, JOHN",DEMOCRAT,False,6745485,12421353,20210113,,DEMOCRAT,1.0,5509826.0,1235659.0
724,2439,2004,COLORADO,CO,8,84,62,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,1101255,2129630,20210113,,REPUBLICAN,1.0,1001732.0,99523.0
726,2451,2004,CONNECTICUT,CT,9,16,1,US PRESIDENT,"KERRY, JOHN",DEMOCRAT,False,857488,1578769,20210113,,DEMOCRAT,1.0,693826.0,163662.0
728,2458,2004,DELAWARE,DE,10,51,11,US PRESIDENT,"KERRY, JOHN",DEMOCRAT,False,200152,375190,20210113,,DEMOCRAT,1.0,171660.0,28492.0
730,2465,2004,DISTRICT OF COLUMBIA,DC,11,53,55,US PRESIDENT,"KERRY, JOHN",DEMOCRAT,False,202970,227586,20210113,,DEMOCRAT,1.0,21256.0,181714.0
732,2472,2004,FLORIDA,FL,12,59,43,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,3964522,7609810,20210113,,REPUBLICAN,1.0,3583544.0,380978.0
734,2480,2004,GEORGIA,GA,13,58,44,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,1914254,3301875,20210113,,REPUBLICAN,1.0,1366149.0,548105.0
736,2484,2004,HAWAII,HI,15,95,82,US PRESIDENT,"KERRY, JOHN",DEMOCRAT,False,231708,429013,20210113,,DEMOCRAT,1.0,194191.0,37517.0
738,2488,2004,IDAHO,ID,16,82,63,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,409235,598376,20210113,,REPUBLICAN,1.0,181098.0,228137.0
740,2493,2004,ILLINOIS,IL,17,33,21,US PRESIDENT,"KERRY, JOHN",DEMOCRAT,False,2891550,5274322,20210113,,DEMOCRAT,1.0,2345946.0,545604.0
742,2497,2004,INDIANA,IN,18,32,22,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,1479438,2468002,20210113,,REPUBLICAN,1.0,969011.0,510427.0
744,2501,2004,IOWA,IA,19,42,31,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,751957,1506908,20210113,,REPUBLICAN,1.0,741898.0,10059.0
746,2509,2004,KANSAS,KS,20,47,32,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,736456,1187756,20210113,,REPUBLICAN,1.0,434993.0,301463.0
748,2515,2004,KENTUCKY,KY,21,61,51,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,1069439,1795882,20210113,,REPUBLICAN,1.0,712733.0,356706.0
750,2521,2004,LOUISIANA,LA,22,72,45,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,1102169,1943106,20210113,,REPUBLICAN,1.0,820299.0,281870.0
752,2530,2004,MAINE,ME,23,11,2,US PRESIDENT,"KERRY, JOHN",DEMOCRAT,False,396842,740752,20210113,,DEMOCRAT,1.0,330201.0,66641.0
754,2537,2004,MARYLAND,MD,24,52,52,US PRESIDENT,"KERRY, JOHN",DEMOCRAT,False,1334493,2384238,20210113,,DEMOCRAT,1.0,1024703.0,309790.0
756,2545,2004,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,"KERRY, JOHN",DEMOCRAT,False,1803800,2927455,20210113,,DEMOCRAT,1.0,1071109.0,732691.0
758,2552,2004,MICHIGAN,MI,26,34,23,US PRESIDENT,"KERRY, JOHN",DEMOCRAT,False,2479183,4839252,20210113,,DEMOCRAT,1.0,2313746.0,165437.0
760,2559,2004,MINNESOTA,MN,27,41,33,US PRESIDENT,"KERRY, JOHN",DEMOCRATIC-FARMER-LABOR,False,1445014,2828387,20210113,,DEMOCRAT,1.0,1346695.0,98319.0
762,2569,2004,MISSISSIPPI,MS,28,64,46,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,672660,1139824,20210113,,REPUBLICAN,1.0,457766.0,214894.0
764,2576,2004,MISSOURI,MO,29,43,34,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,1455713,2731364,20210113,,REPUBLICAN,1.0,1259171.0,196542.0
766,2581,2004,MONTANA,MT,30,81,64,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,266063,450434,20210113,,REPUBLICAN,1.0,173710.0,92353.0
768,2587,2004,NEBRASKA,NE,31,46,35,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,512814,778186,20210113,,REPUBLICAN,1.0,254328.0,258486.0
770,2594,2004,NEVADA,NV,32,88,65,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,418690,829587,20210113,,REPUBLICAN,1.0,397190.0,21500.0
772,2601,2004,NEW HAMPSHIRE,NH,33,12,4,US PRESIDENT,"KERRY, JOHN",DEMOCRAT,False,340511,678287,20210113,,DEMOCRAT,1.0,331237.0,9274.0
774,2606,2004,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"KERRY, JOHN",DEMOCRAT,False,1911430,3611691,20210113,,DEMOCRAT,1.0,1670003.0,241427.0
776,2609,2004,NEW MEXICO,NM,35,85,66,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,376930,756304,20210113,,REPUBLICAN,1.0,370942.0,5988.0
778,2615,2004,NEW YORK,NY,36,21,13,US PRESIDENT,"KERRY, JOHN",DEMOCRAT,False,4180755,7448266,20210113,,DEMOCRAT,1.0,2806993.0,1373762.0
780,2625,2004,NORTH CAROLINA,NC,37,56,47,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,1961166,3501007,20210113,,REPUBLICAN,1.0,1525849.0,435317.0
782,2629,2004,NORTH DAKOTA,ND,38,44,36,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,196651,312833,20210113,,REPUBLICAN,1.0,111052.0,85599.0
784,2635,2004,OHIO,OH,39,31,24,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,2859764,5627903,20210113,,REPUBLICAN,1.0,2741165.0,118599.0
786,2639,2004,OKLAHOMA,OK,40,73,53,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,959792,1463758,20210113,,REPUBLICAN,1.0,503966.0,455826.0
788,2641,2004,OREGON,OR,41,92,72,US PRESIDENT,"KERRY, JOHN",DEMOCRAT,False,943163,1836782,20210113,,DEMOCRAT,1.0,866831.0,76332.0
790,2647,2004,PENNSYLVANIA,PA,42,23,14,US PRESIDENT,"KERRY, JOHN",DEMOCRAT,False,2938095,5769590,20210113,,DEMOCRAT,1.0,2793847.0,144248.0
792,2654,2004,RHODE ISLAND,RI,44,15,5,US PRESIDENT,"KERRY, JOHN",DEMOCRAT,False,259760,437134,20210113,,DEMOCRAT,1.0,169046.0,90714.0
794,2662,2004,SOUTH CAROLINA,SC,45,57,48,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,937974,1617700,20210113,,REPUBLICAN,1.0,661669.0,276305.0
796,2669,2004,SOUTH DAKOTA,SD,46,45,37,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,232584,388215,20210113,,REPUBLICAN,1.0,149244.0,83340.0
798,2674,2004,TENNESSEE,TN,47,62,54,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,1384375,2437319,20210113,,REPUBLICAN,1.0,1036477.0,347898.0
800,2678,2004,TEXAS,TX,48,74,49,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,4526917,7410749,20210113,,REPUBLICAN,1.0,2832704.0,1694213.0
802,2682,2004,UTAH,UT,49,87,67,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,663742,927844,20210113,,REPUBLICAN,1.0,241199.0,422543.0
804,2690,2004,VERMONT,VT,50,13,6,US PRESIDENT,"KERRY, JOHN",DEMOCRAT,False,184067,312309,20210113,,DEMOCRAT,1.0,121180.0,62887.0
806,2697,2004,VIRGINIA,VA,51,54,40,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,1716959,3195415,20210113,,REPUBLICAN,1.0,1454742.0,262217.0
808,2702,2004,WASHINGTON,WA,53,91,73,US PRESIDENT,"KERRY, JOHN",DEMOCRAT,False,1510201,2859084,20210113,,DEMOCRAT,1.0,1304894.0,205307.0
810,2711,2004,WEST VIRGINIA,WV,54,55,56,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,423778,755792,20210113,,REPUBLICAN,1.0,326541.0,97237.0
812,2716,2004,WISCONSIN,WI,55,35,25,US PRESIDENT,"KERRY, JOHN",DEMOCRAT,False,1489504,2997007,20210113,,DEMOCRAT,1.0,1478120.0,11384.0
814,2722,2004,WYOMING,WY,56,83,68,US PRESIDENT,"BUSH, GEORGE W.",REPUBLICAN,False,167629,243861,20210113,,REPUBLICAN,1.0,70776.0,96853.0
816,2728,2008,ALABAMA,AL,1,63,41,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,False,1266546,2099819,20210113,,REPUBLICAN,1.0,813479.0,453067.0
818,2732,2008,ALASKA,AK,2,94,81,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,False,193841,326197,20210113,,REPUBLICAN,1.0,123594.0,70247.0
820,2738,2008,ARIZONA,AZ,4,86,61,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,False,1230111,2293475,20210113,,REPUBLICAN,1.0,1034707.0,195404.0
822,2744,2008,ARKANSAS,AR,5,71,42,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,False,638017,1086617,20210113,,REPUBLICAN,1.0,422310.0,215707.0
824,2751,2008,CALIFORNIA,CA,6,93,71,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,8274473,13561900,20210113,,DEMOCRAT,1.0,5011781.0,3262692.0
826,2758,2008,COLORADO,CO,8,84,62,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,1288576,2401361,20210113,,DEMOCRAT,1.0,1073589.0,214987.0
828,2774,2008,CONNECTICUT,CT,9,16,1,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,997772,1646792,20210113,,DEMOCRAT,1.0,629428.0,368344.0
830,2778,2008,DELAWARE,DE,10,51,11,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,255459,412412,20210113,,DEMOCRAT,1.0,152374.0,103085.0
832,2785,2008,DISTRICT OF COLUMBIA,DC,11,53,55,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,245800,265853,20210113,,DEMOCRAT,1.0,17367.0,228433.0
834,2790,2008,FLORIDA,FL,12,59,43,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,4282074,8390744,20210113,,DEMOCRAT,1.0,4045624.0,236450.0
836,2804,2008,GEORGIA,GA,13,58,44,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,False,2048759,3924486,20210113,,REPUBLICAN,1.0,1844123.0,204636.0
838,2809,2008,HAWAII,HI,15,95,82,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,325871,456064,20210113,,DEMOCRAT,1.0,120566.0,205305.0
840,2817,2008,IDAHO,ID,16,82,63,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,False,403012,655122,20210113,,REPUBLICAN,1.0,236440.0,166572.0
842,2823,2008,ILLINOIS,IL,17,33,21,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,3419348,5522371,20210113,,DEMOCRAT,1.0,2031179.0,1388169.0
844,2831,2008,INDIANA,IN,18,32,22,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,1374039,2751054,20210113,,DEMOCRAT,1.0,1345648.0,28391.0
846,2836,2008,IOWA,IA,19,42,31,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,828940,1537123,20210113,,DEMOCRAT,1.0,682379.0,146561.0
848,2846,2008,KANSAS,KS,20,47,32,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,False,699655,1235872,20210113,,REPUBLICAN,1.0,514765.0,184890.0
850,2851,2008,KENTUCKY,KY,21,61,51,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,False,1048462,1826620,20210113,,REPUBLICAN,1.0,751985.0,296477.0
852,2857,2008,LOUISIANA,LA,22,72,45,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,False,1148275,1960761,20210113,,REPUBLICAN,1.0,782989.0,365286.0
854,2866,2008,MAINE,ME,23,11,2,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,421923,731163,20210113,,DEMOCRAT,1.0,295273.0,126650.0
856,2871,2008,MARYLAND,MD,24,52,52,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,1629467,2631596,20210113,,DEMOCRAT,1.0,959862.0,669605.0
858,2878,2008,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,1904097,3102995,20210113,,DEMOCRAT,1.0,1108854.0,795243.0
860,2886,2008,MICHIGAN,MI,26,34,23,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,2872579,5001596,20210113,,DEMOCRAT,1.0,2048639.0,823940.0
862,2892,2008,MINNESOTA,MN,27,41,33,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,1573354,2910369,20210113,,DEMOCRAT,1.0,1275409.0,297945.0
864,2900,2008,MISSISSIPPI,MS,28,64,46,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,False,724597,1289865,20210113,,REPUBLICAN,1.0,554662.0,169935.0
866,2907,2008,MISSOURI,MO,29,43,34,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,False,1445814,2925205,20210113,,REPUBLICAN,1.0,1441911.0,3903.0
868,2913,2008,MONTANA,MT,30,81,64,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,False,242763,490109,20210113,,REPUBLICAN,1.0,231667.0,11096.0
870,2918,2008,NEBRASKA,NE,31,46,35,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,False,452979,801281,20210113,,REPUBLICAN,1.0,333319.0,119660.0
872,2925,2008,NEVADA,NV,32,88,65,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,533736,967848,20210113,,DEMOCRAT,1.0,412827.0,120909.0
874,2932,2008,NEW HAMPSHIRE,NH,33,12,4,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,384826,710970,20210113,,DEMOCRAT,1.0,316534.0,68292.0
876,2937,2008,NEW JERSEY,NJ,34,22,12,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,2215422,3868237,20210113,,DEMOCRAT,1.0,1613207.0,602215.0
878,2947,2008,NEW MEXICO,NM,35,85,66,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,472422,830158,20210113,,DEMOCRAT,1.0,346832.0,125590.0
880,2953,2008,NEW YORK,NY,36,21,13,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,4645332,7722019,20210113,,DEMOCRAT,1.0,2418323.0,2227009.0
882,2965,2008,NORTH CAROLINA,NC,37,56,47,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,2142651,4310851,20210113,,DEMOCRAT,1.0,2128474.0,14177.0
884,2970,2008,NORTH DAKOTA,ND,38,44,36,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,False,168601,316621,20210113,,REPUBLICAN,1.0,141278.0,27323.0
886,2975,2008,OHIO,OH,39,31,24,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,2940044,5708350,20210113,,DEMOCRAT,1.0,2677820.0,262224.0
888,2983,2008,OKLAHOMA,OK,40,73,53,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,False,960165,1462661,20210113,,REPUBLICAN,1.0,502496.0,457669.0
890,2985,2008,OREGON,OR,41,92,72,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,1037291,1827864,20210113,,DEMOCRAT,1.0,738475.0,298816.0
892,2992,2008,PENNSYLVANIA,PA,42,23,14,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,3276363,6013272,20210113,,DEMOCRAT,1.0,2655885.0,620478.0
894,2998,2008,RHODE ISLAND,RI,44,15,5,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,False,296571,471766,20210113,,DEMOCRAT,1.0,165391.0,131180.0
896,3006,2008,SOUTH CAROLINA,SC,45,57,48,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,False,1034896,1920969,20210113,,REPUBLICAN,1.0,862449.0,172447.0
